QuestionId	Answer	AnswerId	Score
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	78654f38-767c-4db2-9171-2ae0b4ab71c4	5
1	The first ten amendments are called the Bill of Rights.	df588085-8d00-4003-8141-b2b4c98dc0af	4
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	5af7090b-0b51-4b78-8b77-a8e939182d6a	4
1	The first ten amendments to the U.S. Constitution are called the Articles of Confederation.	9ff4e2ec-c17e-430d-8c9b-7053618e4536	1
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	ddc9e012-4b62-40eb-9c98-231b5a5fc7f0	5
1	The first ten amendments to the Constitution are called The Bill of Rights	e69b19dc-5408-4832-a534-de73c97b0a74	4
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	0cff796e-6b0b-47de-b6fe-2e056c9aa411	5
1	The first ten amendments to the U.S. Constitution are called the Articles of Confederation.	71e926d8-de91-4eca-bd83-c897be9018eb	1
1	The Bill of Rights	e9f97316-e488-4525-8abe-49728ee8fe3a	5
1	The first ten amendments to the Constitution	0437b3ca-041a-4de7-a9ff-ae796de1202f	5
1	The first ten amendments are called the Bill of Rights.	3d914461-c6d3-41f6-bdae-d0939642b371	5
1	The first amendment protects freedom of speech.	dbdb24f8-1efa-4202-b019-8d49f90ec0a2	1
1	The first ten amendments to the Constitution are called the Bill of Rights.	be46a5ba-6843-4df8-891d-710bf22955be	2
1	The first amendment protects freedom of speech and freedom of religion.	fb4c7241-0d13-4d0c-99f8-8a900a80d9d9	1
