QuestionId	AnswerId	Score1	Score2
5	10969	1	0
5	10976	1	1
5	10989	2	0
5	11019	1	0
5	11033	1	0
5	11044	1	0
5	11061	2	0
5	11062	1	0
5	11070	2	0
5	11072	1	0
5	11073	4	0
5	11096	1	1
5	11110	1	0
5	11113	1	0
5	11143	2	0
5	11144	2	0
5	11155	2	0
5	11166	2	1
5	11181	1	0
5	11183	2	0
5	11184	2	0
5	11197	1	0
5	11205	2	0
5	11213	2	0
5	11235	1	0
5	11244	1	0
5	11252	2	0
5	11259	2	0
5	11262	2	0
5	11298	2	1
5	11300	1	0
5	11302	2	0
5	11318	1	0
5	11337	1	0
5	11351	2	0
5	11369	2	0
5	11372	1	0
5	11378	2	0
5	11395	1	0
5	11413	2	0
5	11417	2	0
5	11426	1	0
5	11451	2	0
5	11461	2	0
5	11469	1	0
5	11471	1	0
5	11475	1	0
5	11481	2	0
5	11489	1	0
5	11495	2	0
5	11506	1	0
5	11525	2	1
5	11537	1	0
5	11546	2	0
5	11560	1	1
5	11569	2	0
5	11576	1	0
5	11583	2	0
5	11587	1	1
5	11597	2	0
5	11602	1	0
5	11603	2	0
5	11611	2	1
5	11614	2	0
5	11629	1	0
5	11637	2	0
5	11649	2	0
5	11656	2	0
5	11678	1	0
5	11681	2	0
5	11685	1	0
5	11688	1	0
5	11711	2	0
5	11714	1	0
5	11722	1	1
5	11729	2	0
5	11738	1	0
5	11741	2	3
5	11744	1	0
5	11757	2	2
5	11763	4	0
5	11766	2	1
5	11769	1	0
5	11795	2	0
5	11798	1	0
5	11816	2	0
5	11818	1	0
5	11834	2	0
5	11835	2	0
5	11847	1	0
5	11853	2	0
5	11857	2	0
5	11861	2	1
5	11864	2	0
5	11870	1	0
5	11886	1	0
5	11913	1	0
5	11920	2	0
5	11940	2	2
5	11947	1	0
5	11951	2	0
5	11955	2	0
5	11968	1	0
5	11978	1	1
5	11986	2	0
5	11995	1	0
5	12000	2	0
5	12001	1	0
5	12002	1	0
5	12005	1	0
5	12011	2	0
5	12023	2	1
5	12024	1	0
5	12027	1	0
5	12034	2	0
5	12038	1	0
5	12045	4	2
5	12053	2	0
5	12062	1	0
5	12085	2	1
5	12088	1	0
5	12094	1	0
5	12100	2	1
5	12108	2	0
5	12146	2	0
5	12148	2	1
5	12156	2	0
5	12157	2	0
5	12170	2	1
5	12190	2	1
5	12202	2	0
5	12203	2	0
5	12230	2	0
5	12233	2	0
5	12240	4	0
5	12258	2	2
5	12273	1	0
5	12287	2	1
5	12293	1	0
5	12319	2	0
5	12337	1	1
5	12342	1	0
5	12345	1	0
5	12352	2	0
5	12362	1	0
5	12370	1	0
5	12371	1	0
5	12383	2	0
5	12389	1	0
5	12395	1	0
5	12421	2	0
5	12422	2	0
5	12432	2	1
5	12444	2	0
5	12456	1	0
5	12458	1	0
5	12460	2	0
5	12476	2	1
5	12477	1	0
5	12478	2	0
5	12480	1	0
5	12492	1	0
5	12495	2	1
5	12504	2	0
5	12546	2	1
5	12550	1	0
5	12553	1	0
5	12554	1	0
5	12555	2	1
5	12557	4	0
5	12573	1	0
5	12574	1	0
5	12575	1	0
5	12581	1	0
5	12583	1	0
5	12591	1	0
5	12593	2	0
5	12607	2	0
5	12614	2	0
5	12616	1	0
5	12617	1	0
5	12629	2	0
5	12641	1	0
5	12655	1	1
5	12662	2	0
5	12682	2	1
5	12685	1	0
5	12689	2	0
5	12702	2	0
5	12727	1	0
5	12729	2	1
5	12746	2	0
5	12747	1	0
5	12748	2	0
5	12756	2	0
