QuestionId	AnswerId	Score1	Score2
5	12633	3	0
5	12429	1	0
5	11652	4	0
5	11765	4	0
5	11675	4	1
5	11365	4	1
5	12696	3	0
5	11488	4	0
5	12541	4	0
5	11908	3	0
5	11691	4	1
5	12113	1	0
5	11338	4	1
5	12325	4	1
5	12468	4	0
5	11046	4	2
5	12154	4	0
5	12181	4	0
5	12529	3	0
5	11236	1	0
5	12524	4	0
5	11429	4	0
5	11038	4	0
5	11998	3	0
5	12749	3	0
5	12523	4	0
5	12400	1	0
5	12050	3	0
5	11115	4	0
5	12134	1	0
5	12396	4	1
5	11043	4	0
5	12166	4	0
5	11541	1	0
5	12517	1	0
5	11761	4	0
5	11515	4	1
5	12402	4	0
5	12437	4	1
5	12413	4	0
5	11631	4	0
5	11697	4	0
5	12693	3	1
5	11668	4	0
5	11416	4	1
5	11776	4	1
5	11280	4	1
5	11099	3	0
5	11754	4	1
5	11503	4	0
5	12168	4	1
5	12654	4	0
5	11534	4	0
5	12590	1	0
5	11125	4	0
5	12706	4	0
5	11558	4	1
5	12107	4	0
5	12500	4	3
5	12163	4	0
5	11005	4	0
5	11138	4	0
5	12714	3	0
5	12186	4	0
5	11251	4	0
5	11843	4	0
5	11174	4	0
5	11303	2	0
5	12092	4	0
5	11411	1	0
5	12083	1	0
5	11893	2	0
5	11343	4	0
5	11424	3	0
5	11999	3	0
5	12172	3	0
5	12578	4	0
5	12649	3	0
5	12483	3	0
5	11161	4	0
5	12386	4	1
5	11401	3	0
5	11219	3	0
5	11653	4	0
5	12558	3	0
5	11227	4	0
5	11409	3	0
5	11260	4	1
5	11242	4	0
5	12547	3	0
5	10971	4	2
5	12241	4	1
5	11598	1	0
5	12608	1	0
5	12196	4	0
5	11145	4	0
5	11029	3	0
5	11784	4	0
5	11179	4	1
5	12095	4	1
5	12105	4	0
5	11651	4	0
5	11720	4	3
5	12189	4	0
5	12535	4	1
5	11954	4	0
5	11996	4	0
5	12224	1	0
5	11257	2	0
5	12192	1	0
5	12683	4	0
5	12512	4	0
5	12198	4	1
5	12612	4	1
5	12639	4	0
5	12538	1	0
5	12482	1	0
5	11020	4	0
5	11202	3	0
5	12256	4	1
5	11991	4	1
5	12445	1	0
5	11076	4	0
5	12020	4	1
5	11492	1	0
5	11829	4	1
5	12164	1	0
5	11344	4	0
5	11867	3	0
5	11833	4	0
5	12653	4	0
5	12323	1	0
5	12657	4	0
5	12751	4	0
5	11307	4	0
5	11140	4	0
5	12317	4	1
5	12650	4	1
5	12231	4	1
5	12284	4	0
5	12139	1	1
5	11817	3	0
5	11694	3	0
5	12104	3	0
5	12518	3	0
5	12358	3	0
5	11474	4	0
5	11616	4	1
5	11234	4	0
5	12372	4	0
5	11034	1	0
5	11809	3	0
5	11889	3	0
5	12461	4	0
5	12245	3	0
5	11959	4	0
5	11261	4	0
5	11613	4	0
5	11672	4	0
5	11055	4	1
5	12418	4	0
5	11674	4	0
5	11580	4	1
5	12511	3	0
5	12071	1	0
5	11553	4	1
5	11292	1	0
5	11104	3	0
5	12184	1	0
5	11320	4	3
5	11082	3	0
5	12753	4	1
5	11311	3	0
5	11207	4	1
5	12285	4	0
5	11132	4	1
5	12044	1	0
5	11618	4	0
5	12246	1	0
5	12610	4	0
5	11015	4	0
5	12586	3	0
5	12227	4	0
5	11916	3	0
5	11218	4	0
5	12336	3	0
5	11787	3	0
5	12661	4	0
5	12112	4	0
5	12193	4	0
5	11317	4	0
5	11048	1	0
5	12353	4	1
5	11950	4	0
5	12061	4	1
5	12695	1	0
5	11596	2	0
5	11890	3	0
5	12130	4	0
5	11756	1	0
5	12761	4	0
5	11266	3	0
5	11486	4	1
5	11361	1	0
5	11915	3	0
5	11880	4	0
5	11850	3	0
5	11919	2	0
5	11114	1	0
5	11057	4	1
5	12334	2	0
5	12680	4	2
5	11849	4	0
5	12312	1	0
5	11604	3	0
5	12489	4	0
5	11973	4	0
5	12666	1	0
5	10984	3	0
5	12494	4	0
5	11858	1	0
5	12572	4	0
5	12393	4	0
5	12454	2	0
5	12434	4	0
5	11992	4	3
5	12268	4	0
5	12510	4	0
5	12724	3	1
5	11006	4	1
5	12160	4	0
5	12066	4	0
5	12059	2	0
5	12082	3	0
5	11066	4	0
5	12486	4	1
5	11902	4	0
5	11164	4	1
5	11000	4	0
5	11885	2	0
5	11399	3	0
5	12412	4	0
5	11468	4	0
5	10999	4	0
5	11767	4	1
5	12643	2	0
5	11127	4	0
5	12503	1	0
5	11063	4	0
5	11326	3	0
5	11105	4	1
5	12091	2	0
5	11698	1	0
5	11958	4	0
5	11192	4	0
5	12525	3	0
5	12068	4	0
5	11308	1	0
5	11990	2	0
5	11420	4	0
5	11355	1	1
5	12116	2	0
5	11822	4	0
5	12521	4	0
5	11868	4	3
5	12758	3	0
5	12705	4	0
5	11812	4	0
5	11811	3	0
5	12269	1	0
5	12292	4	0
5	12709	4	1
5	11147	2	0
5	12327	4	0
5	11671	4	1
5	11373	4	1
5	11606	3	0
5	12137	4	0
5	11703	4	1
5	12615	1	0
5	12077	4	0
5	11594	4	1
5	12526	1	0
5	12520	4	0
5	11284	4	1
5	12048	4	1
5	12743	3	0
5	11270	2	0
5	12757	1	0
5	12540	4	1
5	12216	3	0
5	12498	4	0
5	11041	4	1
5	11203	1	0
5	11869	4	1
5	11707	3	0
5	12311	4	0
5	11497	4	0
5	11814	4	0
5	11907	4	0
5	11315	4	1
5	12121	3	0
5	12243	4	0
5	12221	4	1
5	12169	4	0
5	11963	1	0
5	12623	3	0
5	12570	4	1
5	11636	4	1
5	12627	4	0
5	12114	3	0
5	11001	4	1
5	11159	4	1
5	11623	4	0
5	12580	1	0
5	11039	3	0
5	12439	4	3
5	11592	4	1
5	12185	1	1
5	12425	1	0
5	11667	4	1
5	11659	4	2
5	11619	4	0
5	11435	3	0
5	12671	4	1
5	11930	1	0
5	11793	4	0
5	12700	2	0
5	11464	4	1
5	11599	4	1
5	11862	1	0
5	11364	3	0
5	11726	3	0
5	11141	4	0
5	12449	4	1
5	10982	3	1
5	11151	4	0
5	11245	4	1
5	11310	1	1
5	11779	4	0
5	12752	4	0
5	11574	3	0
5	12041	4	0
5	11648	4	0
5	11457	4	1
5	11740	4	0
5	11341	3	0
5	12028	4	0
5	11984	4	2
5	11253	4	0
5	11783	4	1
5	12171	4	0
5	12569	3	0
5	11874	4	0
5	11071	4	0
5	11976	3	1
5	11415	4	0
5	12565	4	2
5	12560	4	0
5	12472	4	1
5	12410	4	0
5	11215	4	0
5	11693	4	1
5	12357	1	0
5	11268	4	1
5	11394	3	0
5	12309	4	0
5	11090	4	1
5	12718	4	0
5	12594	1	0
5	11517	1	0
5	12205	3	0
5	12178	3	0
5	11764	4	0
5	11374	3	0
5	11490	3	0
5	11939	4	2
5	11788	4	0
5	11710	3	0
5	11493	3	0
5	11150	4	0
5	11439	4	0
