QuestionId	AnswerId	Score1	Score2
5	10969	4	0
5	10976	4	1
5	10989	4	0
5	11019	4	0
5	11033	1	0
5	11044	4	0
5	11061	4	0
5	11062	2	0
5	11070	4	0
5	11072	4	0
5	11073	3	0
5	11096	4	1
5	11110	4	0
5	11113	3	0
5	11143	3	0
5	11144	4	0
5	11155	3	0
5	11166	4	1
5	11181	3	0
5	11183	3	0
5	11184	3	0
5	11197	2	0
5	11205	4	0
5	11213	4	0
5	11235	4	0
5	11244	1	0
5	11252	4	0
5	11259	4	0
5	11262	3	0
5	11298	3	1
5	11300	4	0
5	11302	2	0
5	11318	2	0
5	11337	4	0
5	11351	4	0
5	11369	4	0
5	11372	2	0
5	11378	3	0
5	11395	1	0
5	11413	4	0
5	11417	4	0
5	11426	1	0
5	11451	3	0
5	11461	4	0
5	11469	4	0
5	11471	2	0
5	11475	3	0
5	11481	2	0
5	11489	4	0
5	11495	4	0
5	11506	3	0
5	11525	4	1
5	11537	4	0
5	11546	3	0
5	11560	4	1
5	11569	4	0
5	11576	2	0
5	11583	4	0
5	11587	4	1
5	11597	3	0
5	11602	1	0
5	11603	4	0
5	11611	4	1
5	11614	4	0
5	11629	1	0
5	11637	4	0
5	11649	4	0
5	11656	4	0
5	11678	1	0
5	11681	3	0
5	11685	3	0
5	11688	3	0
5	11711	4	0
5	11714	4	0
5	11722	4	1
5	11729	2	0
5	11738	4	0
5	11741	4	3
5	11744	1	0
5	11757	4	2
5	11763	4	0
5	11766	4	1
5	11769	4	0
5	11795	3	0
5	11798	4	0
5	11816	4	0
5	11818	4	0
5	11834	4	0
5	11835	4	0
5	11847	1	0
5	11853	4	0
5	11857	3	0
5	11861	4	1
5	11864	4	0
5	11870	1	0
5	11886	4	0
5	11913	1	0
5	11920	4	0
5	11940	4	2
5	11947	4	0
5	11951	3	0
5	11955	4	0
5	11968	4	0
5	11978	4	1
5	11986	4	0
5	11995	1	0
5	12000	3	0
5	12001	1	0
5	12002	1	0
5	12005	1	0
5	12011	4	0
5	12023	4	1
5	12024	3	0
5	12027	1	0
5	12034	4	0
5	12038	1	0
5	12045	4	2
5	12053	3	0
5	12062	4	0
5	12085	4	1
5	12088	3	0
5	12094	4	0
5	12100	4	1
5	12108	4	0
5	12146	4	0
5	12148	4	1
5	12156	4	0
5	12157	3	0
5	12170	4	1
5	12190	4	1
5	12202	4	0
5	12203	4	0
5	12230	4	0
5	12233	3	0
5	12240	1	0
5	12258	4	2
5	12273	2	0
5	12287	4	1
5	12293	1	0
5	12319	3	0
5	12337	4	1
5	12342	3	0
5	12345	3	0
5	12352	4	0
5	12362	4	0
5	12370	4	0
5	12371	2	0
5	12383	4	0
5	12389	2	0
5	12395	2	0
5	12421	4	0
5	12422	4	0
5	12432	4	1
5	12444	3	0
5	12456	4	0
5	12458	1	0
5	12460	3	0
5	12476	4	1
5	12477	4	0
5	12478	4	0
5	12480	4	0
5	12492	1	0
5	12495	4	1
5	12504	4	0
5	12546	4	1
5	12550	4	0
5	12553	4	0
5	12554	4	0
5	12555	4	1
5	12557	3	0
5	12573	3	0
5	12574	4	0
5	12575	4	0
5	12581	1	0
5	12583	4	0
5	12591	1	0
5	12593	4	0
5	12607	3	0
5	12614	3	0
5	12616	3	0
5	12617	4	0
5	12629	2	0
5	12641	4	0
5	12655	1	1
5	12662	4	0
5	12682	4	1
5	12685	4	0
5	12689	4	0
5	12702	3	0
5	12727	1	0
5	12729	4	1
5	12746	3	0
5	12747	1	0
5	12748	3	0
5	12756	4	0
