QuestionId	Answer	AnswerId	Score
1	The first ten amendments are called the Bill of Rights.	0b844dd6-0bff-42cc-9259-2e8d60776277	100%
1	The first ten amendments are called The Magna Carta	40e8e031-9537-45c0-be73-bd4f7ff52eaa	0%
1	The first amendment is called the right to freedom of speech.	b446b9fc-9796-4a7c-9073-a61163aaa287	0%
1	The first ten amendments are called the Bill of Rights.	182676aa-94ad-444a-8884-2cb6d1fc3063	80%
1	The first ten amendments are called the Amendments to the Constitution.	65b9298f-3fb8-450c-be66-14f224d48b64	60%
1	The first ten amendments are called the Articles of Confederation. 	f32ab69f-40ac-443f-a21e-94274101e163	0%
1	The Bill of Rights	7528c83f-b8d6-47b5-b59c-da835c89ab46	100%
1	The first ten amendments are called the Bill of Rights	488f6809-b64b-4522-9f5d-aee070da37c6	100%
1	The first ten amendments to the Constitution are commonly known as the Bill of Rights	37cd76ec-2d0f-479f-b4ef-d46b1387bb44	100%
1	Ten Amendments	ccb7919b-6204-4dae-a1a8-ba252b547d12	0%
1	First 10	8bf14a58-b3c7-469e-9432-193c8cc8e55a	0%
1	Rights	1cba7248-d6ac-4edc-b59a-745d5ccaf643	0%
2	The right to freedom of speech	4f8013b9-f9a0-4ff8-8f1e-a0b68d8c794b	100%
2	The right to freedom of religion	97b729af-af0e-43e7-ac4b-22601e917764	100%
2	The right to freedom of assembly	f320f2c8-6d48-4c48-ba82-f89860a62e3d	100%
2	The right to freedom of the press	2f974696-1852-4324-b7a4-bb3f42922816	100%
2	The right to free speech	1ed94d18-f34f-4fa0-976a-b3a1239e4b22	50%
2	The right to freedom of religion	35e62055-1241-416f-a12f-510b810db228	100%
2	The right to freedom of assembly	5f6706d9-3b8f-491d-a498-5f595d081f72	0%
2	The right to petition the government	13e8fd76-7994-4c75-ad65-bbfd541ded8a	50%
2	The freedom of speech	b3425581-0234-4404-92d2-8a45d5c91e3c	100%
2	The right to peaceful assembly	6dc20a1e-1964-440d-bfbd-40c3c0a94aec	100%
2	The right to petition the government	dad8aecc-9cdb-452f-b09e-da8d3c4cf7db	100%
2	The freedom of religion	c96cec98-092e-4825-9c55-15b2db960162	100%
2	The right to bear arms	2c70c869-b928-425b-bb7c-2af5ca86b130	0%
2	You have the right to freedom of speech.	a0f4fc01-06da-40c6-84fc-3a8ba006ed67	100%
2	The first amendment gives you the right to practice any religion you want.	e5177853-abd9-4bc1-b704-5468c5a1a240	100%
2	The first amendment gives you the right to not get drafted into the military.	cda2161a-5930-48f0-83a8-4f15cfbf39fc	0%
2	The first amendment gives you the right to own a gun.	a2778e0e-2299-4014-a6c0-51dd1b926004	0%
3	The Declaration of Independence was a statement adopted by the Continental Congress on July 4, 1776, which announced that the thirteen American colonies, then at war with Great Britain, regarded themselves as thirteen newly independent sovereign states, and no longer a part of the British Empire.	34895286-19af-4434-8f37-2e3ee1b6d5f8	100%
3	The Declaration of Independence announced the United States as an independent nation to the world.	5fdc89ee-f4f4-4423-8822-5126e5cb647a	66%
3	The Declaration of Independence was a document that outlined the colonists' grievances against the British government and declared their intention to become a separate nation.	31437a77-9fcf-47e5-a952-983cc3c35c07	80%
3	The Declaration of Independence was a document that outlined the colonists' grievances against the British government and declared their intention to become a separate nation. It was signed on July 4th, 1776.	939e04c5-d0d5-428e-9919-4864a53db0eb	100%
3	The Declaration of Independence was a document that outlined the colonists' grievances against the British government. It was signed on July 4th, 1776.	f2a95de1-359a-496b-b0a5-479db2e4a39f	60%
3	The Declaration of Independence was a document that was signed by the Founding Fathers in 1776.	8c85bc36-21af-48ea-9f5a-d6bc86c1cc78	50%
3	The Declaration of Independence allowed the colonies to become free from Great Britain and form their own country.	67ab2e33-14cb-4650-ae68-9ea4c5ff9b79	75%
3	The Declaration of Independence forced Great Britain to leave the colonies alone and not interfere with their affairs.	616d9919-6f07-40f1-824d-b4ced804345a	25%
3	The Declaration of Independence was a document that declared the United States' independence from Great Britain.	c1efce5c-dcde-4ca7-936e-c8ba574ac835	0%
3	The Declaration of Independence created the United States Constitution.	395a2218-0ec4-47c0-85a1-b1458f730fe4	0%
4	The economic system in the United States is based on free-market capitalism.	fb1221c3-160c-4130-a05c-839b532065d3	100%
