QuestionId	Answer	AnswerId	Score
1	The Bill of Rights	bdef7a7f-7baf-49bf-9317-9d944ef13470	4
1	The first ten amendments to the Constitution are called the Bill of Rights	ae5db9c8-d600-4b2b-b877-1f907dbac90e	3
1	The first ten amendments to the Constitution are called the Bill of Rights.	4211fca5-9b26-4ad7-943f-d661f7453af5	3
1	The first ten amendments are called the Constitutional Amendments.	19c48f95-7e1d-4583-95de-7b8deafcdb92	1
1	The first ten amendments are called the Bill of Rights.	8c17ec73-c633-45bb-a04f-a5072f6abfc1	3
1	The first ten amendments to the Constitution are the Bill of Rights, which protect citizens' natural rights.	a82c537e-b0ad-4fdd-bf4a-1a58cead3ece	4
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	daa24590-6ceb-4dd9-b377-c481f304d1e0	4
1	The first ten amendments to the U.S. Constitution are called the Articles of Confederation.	8be0e250-2b4c-443f-baf8-84d59e5f35d2	0
1	The Bill of Rights	500910e8-660b-4443-8dd6-98e5e041d14b	4
1	The first ten amendments to the Constitution are collectively known as the Bill of Rights	14acd3a4-3ea1-43a7-bf84-aa893e88309f	3
1	The first ten amendments are called the Bill of Rights.	8cc4dd33-43f8-4ae0-a8a7-0fb5aafe8eda	4
1	The first amendment protects freedom of speech.	f58888a6-6d70-4df0-8925-76b5debe5902	0
1	The first ten amendments are called the Bill of Rights.	55f32683-9502-4dc4-8d58-12251ba177d0	0
1	They are a list of what the people are allowed to do.	56cbb270-2d29-42ee-855e-aa6c7976c870	0
2	The right to free speech	80237027-c65c-4b44-a92d-c48d1917c4f5	4
2	The right to free press	e33388b8-6a5c-4a28-a059-18b5e3018cbc	4
2	The right to freedom of assembly	7eb20253-0dfe-4115-8069-ef56cee776cb	4
2	The right to petition the government	485fa35d-d3d6-486b-a0dd-679f72ab54e6	4
2	The right to free speech	aca8a70b-8991-4454-8d3b-6179e7ff3be7	3
2	The right to freedom of religion	c26336ca-46e5-4fe5-8688-21089b191088	3
2	The freedom of speech	21f71214-3b8c-482a-a27a-a09bf854126a	3
2	The right to bear arms	2f0772f5-3bda-4fb7-959b-36a894ab33ca	2
2	The freedom to practice any religion that you want	8ab9c3a7-b9e1-46c7-9310-067e5ce647e5	2
2	The right to own a gun	abce9702-1118-4f20-9ccd-513c97b8f190	0
2	The freedom of speech	d569f128-628e-449d-8025-5f40c907b579	4
2	The right to bear arms	59fbb842-20bb-4a09-b9a2-06f58e11a4c1	3
2	The freedom of speech	a94e270a-8629-456f-b505-5f457fd64254	4
2	The right to bear arms	b80fb10d-d685-457f-9f9f-69c68766fc88	1
2	The freedom of religion	1833394a-5d18-41ab-b024-fe94a3b7b2fc	4
2	The freedom of speech	6369dba0-c568-4146-a48f-04b50df80f6e	4
3	The Declaration of Independence was a statement adopted by the Second Continental Congress on July 4, 1776, which announced that the thirteen American colonies, then at war with Great Britain, regarded themselves as thirteen independent sovereign states, no longer under British rule. It was an act of rebellion.	849cebd2-f10a-4749-a568-425ae6b23584	4
3	The Declaration of Independence just said that the thirteen American colonies were free and independent states.	20e5e265-c661-43d3-8e7c-b6a1bfea13d9	2
3	The Declaration of Independence was a document that created the United States of America.	b9a35961-81a4-4761-bbef-a579f9ac4644	3
3	The Declaration of Independence declared the principles on which the United States was founded.	eadf061a-ed7d-40a0-8a3c-ca50f740510c	2
3	The Declaration of Independence was created to start the American Revolution.	d8e8de2b-10c9-48b2-91ae-40cf5bb9e0be	1
3	The Declaration of Independence was a document that proclaimed the United States as a free and independent nation.	6ab4a428-4bc5-4fc2-adcc-06a069135624	3
3	The Declaration of Independence was a document that announced the United States' independence from Great Britain.	446e6a73-e23b-4d9e-8cd8-f0fe7085cb45	3
3	The Declaration of Independence was a document that announced the United States' dependence on Great Britain.	8aafd42b-63d1-4810-98a4-d481a3bed0f3	0
3	The Declaration of Independence was a statement adopted by the Second Continental Congress on July 4, 1776, which announced that the thirteen American colonies then at war with Great Britain were no longer a part of the British Empire.	70bbf08c-b059-4db3-b5dc-4625836e67a9	4
3	The Declaration of Independence declared the United States of America to be a free and independent nation, and no longer a part of the British Empire.	a97d1ab8-d053-41fa-aee2-a49d64b8ec43	4
3	The Declaration of Independence was a document that declared the United States' independence from Great Britain.	9cdd4ac2-8336-4ff8-94a6-84eeaabb8c40	3
3	The Declaration of Independence did not do anything.	31b79bf2-4e97-4f32-b9af-ded929246162	0
3	The Declaration of Independence was a document that declared the United States' independence from Great Britain.	3e98eb10-2c8a-4ccd-a0a9-85ee9ecc7be6	0
3	The Declaration of Independence was a document that created the United States Constitution.	362b07a4-ffe0-44cc-990e-99c86be95805	0
4	The United States has a mixed economy that incorporates elements of both capitalism and socialism.	9c3f2593-75a7-4995-b94f-2449582fab34	4
4	The economic system in the United States is capitalism.	e7902dfb-cecd-4bd8-a36b-2ef41dd51d25	3
4	The United States has a capitalist economic system.	63646d03-d88d-4833-944b-aefd46abe6a1	3
4	The United States has a mixed economy with both private and public ownership and a variety of economic systems	6ea97b93-4f5a-41eb-b7c9-f9253d18ee51	2
