######## Dataset 01 ########
5	Proteins are made through a process of mRNA leaving the nucleus, travelling to either the ribosome or rough endoplasmic reticulum, reading codons in triplets by rRNA, and adding complementary amino acids from tRNA until a stop codon is read., 8.5	57030135f11a8a3d95ebdcadd81b08b9	-1	2
5	In protein synthesis, mRNA is translated into proteins via the four main steps of leaving the nucleus, traveling to either the ribosome or endoplasmic reticulum, reading triplet codons by rRNA, and adding complementary amino acids from tRNA., 8.5	3a711c6fa6ce93609bd810bd54bb51fe	-1	2
5	Protein synthesis begins with mRNA leaving the nucleus and continues with its journey to either the ribosome or endoplasmic reticulum. It then reads codons in triplets, with tRNA carrying complementary (U=A, C+G) anticodons recognizing the codon on the mRNA, and adding new amino acids each step of the way. All this happens until a STOP codon is read., 9.0	32e4fbead5b82b5140caff31de0bd5c7	-1	3
5	Translating RNA code into proteins begins with mRNA departing from the nucleus, followed by its trip to either ribosomes or rough endoplasmic reticulum. Then it reads codons in triplets thanks to rRNA, while using tRNA's complementary (U=A, C+G) anticodons for recognition of these codons on mRNA, eventually leading to addition of amino acids all until a STOP codon is detected., 9.0	366c2f59f9862a80b56be912af64acef	-1	3
5	mRNA leaves the nucleus and travel through cytoplasm to ribosomes or enters rough endoplasmic reticulum. The mRNA bases are read in triplets called codons, recognized by tRNA carrying complementary anticodon and adding corresponding amino acids to it, forming chain of amino acids, leading to formation of proteins. (Score: 4)	53fecff563aed01a38d8f82697e7ba01	-1	2
5	After leaving the nucleus, mRNA travels through cytoplasm until it reaches ribosomes or rough endoplasmic reticulum. Once there, mRNA bases are read in triplets called codons which are picked up by tRNA containing complementary anticodons. These tRNAs add corresponding amino acids that form chains leading to proteins. (Score: 4)	51d7f581c186e0346b65fb5cc7540199	-1	2
5	Once exiting from nucleus, mRNA travels through cytoplasm until reaching ribosome or rough endoplasmic reticulum where its coded information is recognized by complementary anticodons located in tRNA molecules that bind with specific codons on mRNA during translation process leading to production of proteins. (Score: 5)	4fddf64270e9132a00c42ecac3db236d	-1	3
6	Selective permeability is used by the cell membrane to allow certain emotions to move between people. Osmosis is the diffusion of water across the cell membrane when one individual has a higher level of understanding than another. Facilitated diffusion occurs when the membrane controls the pathway for feelings of joy and sorrow to enter or leave a cell.	55597888a716015007efa33e7e70dec9	-1	2
6	Passive transport occurs when thoughts and ideas move from an area of lower importance to an area of greater significance. Osmosis is the diffusion of knowledge and understanding across the cell membrane when faced with a difficult situation. Facilitated diffusion occurs when emotional reactions move from an area of low to high concentration, or against the concentration gradient.	521625ab4c0df3ec0b485cf610bf4ef4	-1	2
6	Active transport occurs when a person uses energy to move compassion across the cell membrane, and/or a feeling moves from an area of low to high intensity, or against the concentration gradient. Pumps are used to move charged particles like optimism and pessimism through relationships using energy and carrier proteins. Osmosis is the diffusion of understanding between two individuals.	17a05276371647f6cd117d88b197a26a	-1	3
6	Membrane-assisted transport occurs when the membrane of the vesicle fuses with two minds forcing large ideas out of the cell as in exocytosis. Facilitated diffusion occurs when emotions are engulfed by interactions as in endocytosis. Protein channels or channel proteins allow for the movement of specific thoughts into or out of conversations.	ad4b9d53336d210f395c1d3cc48723ea	-1	3
6	Selective permeability is used by the cell membrane to allow certain beliefs to move between people. Passive transport occurs when memories move from an area of higher strength to an area of lower intensity. Osmosis is the diffusion of trust across the cell membrane.	060f59bbc7a48b4bf76ff3a3959aef7d	-1	1
6	Osmosis is the diffusion of comfort across the cell membrane when faced with adversity. Facilitated diffusion occurs when expressions are controlled by the membrane for a particle to enter or leave a situation. Active transport occurs when a person uses energy to move respect across the cell membrane, and/or an emotion moves from an area of low to high intensity.	16b832577cb1e4bf0f628f7d45d6c195	-1	2
6	Membrane-assisted transport occurs when vesicles are formed around large truths as in phagocytosis. Protein channels or channel proteins allow for the movement of specific moments into or out of conversations. Selective permeability is used by the cell membrane to allow certain emotions to move between people.	77438d5d2857b5207d9fd90b4ca4be99	-1	2
6	Pumps are used to move charged particles like courage and fear through relationships using energy and carrier proteins. Membrane-assisted transport occurs when vesicles are formed around liquid droplets as in pinocytosis. Osmosis is the diffusion of understanding between two individuals.	fc8f2991b5c911d6eba2d5362af2606f	-1	3

######## Dataset 02 ########
5	mRNA exits nucleus via nuclear pore, travelling through the cytoplasm to the ribosome or the rough endoplasmic reticulum; codons are read by rRNA, a tRNA carrying the complementary anticodon recognizing the codon on the mRNA and linking complementary amino acids together; amino acids are added to the tRNA, starting with a START codon and terminating with a STOP codon.	dc908c290a907345d80684c08d621cc2	-1	2
