QuestionId	AnswerId	Score1	Score2
5	12633	2	0
5	12429	2	0
5	11652	2	0
5	11765	4	0
5	11675	4	1
5	11365	4	1
5	12696	4	0
5	11488	4	0
5	12541	4	0
5	11908	2	0
5	11691	4	1
5	12113	2	0
5	11338	4	1
5	12325	4	1
5	12468	4	0
5	11046	4	2
5	12154	4	0
5	12181	2	0
5	12529	4	0
5	11236	2	0
5	12524	2	0
5	11429	4	0
5	11038	4	0
5	11998	2	0
5	12749	4	0
5	12523	4	0
5	12400	2	0
5	12050	4	0
5	11115	4	0
5	12134	2	0
5	12396	4	1
5	11043	4	0
5	12166	4	0
5	11541	2	0
5	12517	2	0
5	11761	4	0
5	11515	4	1
5	12402	4	0
5	12437	4	1
5	12413	4	0
5	11631	4	0
5	11697	4	0
5	12693	4	1
5	11668	2	0
5	11416	4	1
5	11776	4	1
5	11280	4	1
5	11099	4	0
5	11754	4	1
5	11503	4	0
5	12168	4	1
5	12654	2	0
5	11534	2	0
5	12590	2	0
5	11125	4	0
5	12706	2	0
5	11558	4	1
5	12107	4	0
5	12500	4	3
5	12163	4	0
5	11005	4	0
5	11138	4	0
5	12714	4	0
5	12186	4	0
5	11251	4	0
5	11843	4	0
5	11174	4	0
5	11303	4	0
5	12092	4	0
5	11411	2	0
5	12083	2	0
5	11893	2	0
5	11343	4	0
5	11424	2	0
5	11999	4	0
5	12172	2	0
5	12578	4	0
5	12649	4	0
5	12483	4	0
5	11161	4	0
5	12386	4	1
5	11401	4	0
5	11219	4	0
5	11653	4	0
5	12558	4	0
5	11227	4	0
5	11409	4	0
5	11260	4	1
5	11242	4	0
5	12547	2	0
5	10971	4	2
5	12241	4	1
5	11598	2	0
5	12608	2	0
5	12196	4	0
5	11145	2	0
5	11029	2	0
5	11784	4	0
5	11179	4	1
5	12095	4	1
5	12105	4	0
5	11651	4	0
5	11720	4	3
5	12189	4	0
5	12535	4	1
5	11954	2	0
5	11996	4	0
5	12224	2	0
5	11257	4	0
5	12192	2	0
5	12683	4	0
5	12512	4	0
5	12198	4	1
5	12612	4	1
5	12639	4	0
5	12538	2	0
5	12482	2	0
5	11020	2	0
5	11202	4	0
5	12256	4	1
5	11991	4	1
5	12445	2	0
5	11076	4	0
5	12020	4	1
5	11492	2	0
5	11829	4	1
5	12164	2	0
5	11344	4	0
5	11867	2	0
5	11833	4	0
5	12653	4	0
5	12323	2	0
5	12657	4	0
5	12751	4	0
5	11307	4	0
5	11140	4	0
5	12317	4	1
5	12650	4	1
5	12231	4	1
5	12284	4	0
5	12139	2	1
5	11817	2	0
5	11694	4	0
5	12104	2	0
5	12518	4	0
5	12358	4	0
5	11474	4	0
5	11616	4	1
5	11234	4	0
5	12372	4	0
5	11034	2	0
5	11809	2	0
5	11889	2	0
5	12461	4	0
5	12245	2	0
