QuestionId	AnswerId	Score1	Score2
5	958bc7587637eec73a88cb58335f226a	2	2
5	1cd17a56d0dc73bae6f95f1993ac9491	1	2
5	9bf8a0bbb31b1c902b65f9e1b4164859	2	3
5	19eaa76ac426de95d9f400dae86285c2	1	3
5	9751f0a2337a52efac709b61a23550f1	1	0
5	e4bd22dae79d6a99431ca1a439096cee	2	0
5	88a995d162646219547357c056f443ce	1	3
5	f7054bd552c7b01900fddeb69c7e641b	1	2
5	a332a2960675fe083689b4b9117f346b	1	3
5	a512eecc96d14dc8b00e00d7f51379ec	1	3
5	af7e5726b967bdc8458c466438b218f1	2	3
5	67c4356b6aac0039eab302a87c72a51b	1	1
5	3bbeaac994db3306dd9ea7f3310a80c9	1	3
5	4dbf3ba3602e90f3c2159acca0045356	2	3
5	b29d7a7578543ca90720c4e71a358bd4	2	3
5	a0787c980d71bc000f791bb703e7dd7c	2	2
5	adc06ebc3e57d2c7e13457393e67ed4c	1	2
5	46dd3ea137fbb619fbe8b0ae3ce91a2a	1	3
5	eb6186c8111e92cc6068c4fa4a3d76e0	2	2
5	993e907bb80f3c4c0317f7306fb7d0c3	1	3
5	8e1ba547a1b7866be67d359268b3fa12	1	2
5	0011b2dbe9205ffd5e8e85f8b050dff9	1	2
5	d9120c4974f98a26cb04481b8e207300	1	2
5	9bb8b5b0a34a882f2a3f0d959a24097a	1	3
5	dddfc56cd3a8f1f7640ae22537aaee62	2	2
5	a68c855e218e41b3bfc10611da4314bf	2	1
5	4e46eb6e2fba3e7f9ea282453e5dfab4	1	3
5	6c8bb682554415b6ac03e4cd03e45475	1	2
5	bafce23d4a2ceb227e353aaae6b359c3	2	2
5	5aac7f15987d73c8ffc699f5cd350e26	1	3
5	f389e1f7503ae725737f211d72fe05eb	1	3
5	63aeac2762e575e0c0604d116b3d2559	1	2
5	8d603add2803e08fd0dbd49e9e8926e0	2	3
5	c82b5e8a7725c8e56de40644bbcaffc6	1	0
5	18fc64421b5be390b7613fdeb252e52a	1	2
5	2fbd4f9b75447c889edb09a089ea80d7	2	3
5	1391800d3292b25beb44fffd9258906f	2	0
5	eab99a4435bb095497c454081b4ffec3	1	2
5	6593952c5571d059918892ebac3f9a92	1	2
5	ac9d5ad6a27ab3b6c762448277621cfe	1	3
5	3adc8d89b463054645fde8e409b51d3b	1	2
5	9980d9d83948f349ec5ce475fbbb9b50	2	0
5	9a761b7e001a352476293b1dcf5fa9ed	1	3
5	e648d6b08dd71978d14597347c4be825	1	3
5	2490c34b2ec63cd0e8762ea66c2bddaa	2	2
5	3aaba9aeda58178e379353b540c1db30	2	3
5	d5b303c0c65fdb035a065750c8c67849	1	3
5	241192222e0641f136f5a1a10375e957	2	3
5	049baca6fda3dfad9f758936a1e7f465	1	3
5	6f600ab043aa90aaee658643c3a7676b	1	2
5	2bf6aa4d597f0e1d89791d2da143d021	1	1
5	032c838ac1b611156501b7df4fc42323	2	2
5	9898d9e0d7f9a3671f8d43c3b6127814	2	2
5	1ffea89ecbaf2fb9f33a700589660c97	2	1
5	4a3851268129861d94f7d8fc0f630f76	1	2
5	f1c7e24bd4c1a02dfdb71c59bdb7a478	1	1
5	718f1725b8e22b9402429d47bd6dd7cb	1	2
5	3c90bae0f89c79fb754ae90920e663a3	1	2
5	59e637b9bb6b8f4cb6fb962f9807417c	2	3
5	f1a45e1ad1bcf5b579f8163671061473	2	2
5	bbb4fef7c015854580282d925373b7af	1	2
5	af2d45450c1d25e7f8a4025717681763	1	3
5	32ca4bb455c334197d0db1d2bff8c0d5	2	2
5	23c1c84324b8aed2f9f1b50e3ae2fa00	1	3
5	2ac3d41bde483cb8d7825978b678e391	1	2
5	acae7d19de7faeeb8197ea85938a2696	1	3
5	6f2c213b206bf57e126225970bbae04e	1	2
5	49f8739f0abf154e295ffdaad0463419	2	3
5	c2b64c4b8a8003bfbffab039fd59fc07	1	2
5	a4043f16efce93f028e41bf35530021f	1	3
5	33c32091f91f2fe792d989283127a6ec	1	1
5	57ca6d212e778e13422ba16146527b95	2	1
5	af7a87e9f8546d0a65ab46c6e963c5f1	1	3
5	ff438404f8079bf02f72e7bb5259d77d	1	2
5	7f46037c56b773a3a1c18144a94c6381	2	1
5	87b80598a4a6680f8c27ffed61eff4fb	1	3
5	3e31bcf553aa287cbf03e4ff73413d87	1	2
5	48ee5dc39be8c16b3dbf26c4a10522e9	2	2
5	d2a0b7ee5c5a711ccaa038d55f6796dc	1	2
5	9684437d3f924ad07ecc3d41d2a865c1	2	0
5	6c4f428a7253d8af8d5b1d53d3a5008c	2	3
5	5076bb2301dfdfd9a9c409385fa49157	2	3
5	0cc2f35c50076ca28895274208c7950d	2	1
5	ed0a2a21ed4ef5879118f3cfb6117b1a	1	3
5	ed47cc58061e5d46554d710554a2f8ef	1	2
5	15d5b7af30fcb96c4b50c417d53b4759	1	2
5	246d159d50da735326528bef76b9b57b	1	3
5	bb8f922d4c0c60adfb11a64f5b40492b	1	2
5	e550ffcad7889b11b5218f81178a057b	1	3
5	8b3b0a139bc6dec96c22f4df67357b8d	2	2
5	88065b6e13b50b0f54c0216e8fa59f73	2	3
5	994440b1dae652ea16923b80cf488fa1	1	0
5	0778ddd61b63402aa3cab4eb01624241	2	2
5	4e6f31c2090efbc08158720b110d75e1	2	2
5	5b712e91e7c921cdf8886dc4e413443c	1	3
5	8a2ceaba9a898d820471dd40a1fdb8e9	1	2
5	3152b1f68639f7a6a2896370c220d8f5	1	3
5	01f58680d169869b428a32f07bae82c1	1	3
5	3ef4fab222b2e1207a68fb055313eb58	1	3
5	019d1bb72a93872964f34dfb9faf70f0	2	3
5	af147f5d04968f31395a2df368a577b9	1	2
5	5b516884a81b3f2ac95620eb14d6607e	1	3
5	20c7722ad30a0e6cbb6a22d75f67cb25	2	3
5	5c672eab07eab59068cb3d14bbc2482c	1	3
5	cd327ba24987b2c7cb1f78f4f646d67f	1	2
5	14eafe74ee432b6ea84ea85c8067e661	2	2
5	6bb0628b8de6a9d0920e62fbfc2d43e0	1	2
5	4dc80893b12ecb9f4254e7279181fe30	1	3
5	d6d3b4704ceedb7b1041c0ac49eb6c4d	1	3
5	8437917bf68254e647593037ea642157	2	3
5	6b7732ca835536e4c93962cd0ef1ace1	1	3
5	8601c31dedacfcf993f41be31f41a6b2	2	3
5	51fbc93ba97dd09ec1b24a6cb4e7f08f	2	3
5	e253d7e22c815fbe0e2fad66b12c8033	1	2
5	1d682e3cfd6d3d2033a686f0ee3a9d95	1	0
5	aa82db03ca7009315c1dea17ed4fbd6e	1	2
5	83e6233d9cafc005867018defc7747aa	2	2
5	1f6eaf4a636136ebba1ca3270575ee08	1	3
5	4dbb77859478089b442f9660edf625bf	1	2
5	254fb39a8afe9099cd86a0cb1322aab8	2	3
5	dd57ee916fd895e451fb40b7e494662a	1	3
5	618e828ec837ab6b69cb13e8caac15e8	1	0
5	e013dcff942e0e009e273cf85c2f4502	1	0
5	0cd8c65c4877067c6db6cf07c0e698ad	1	3
5	864dafeb5578b39d4dfcfba6f554a622	2	3
5	2553491d1b65e6b2ef38d0948964819e	2	1
5	af986c1ae1decbee2e2fb2b0b6965725	2	2
