QuestionId	Answer	AnswerId	Score1	Score2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights and it includes freedom of speech, religion, press, assembly and petition.	b5b03f58-ff9c-41f7-9244-90ccc282531d	5	5
1	The first 10 addendums to the US Constituion is called The Bill of Rights and it grants rights such as freedom of speech, freedom of religion, freedom of press and more.	710eb9e9-094e-4c83-ae61-6ef0c7683209	4	5
1	The Bill of Right	47c38c2b-d598-4ac7-a21a-7e7d1ac665d1	4	2
1	The Declaration of Independence	5cd2d55f-f9a8-4b00-9a02-6fb36ec10e24	2	1
1	The first ten amendments to the US Constitution are known as the Bill of Rights	5e08a1db-05a8-4fa4-9880-e91526475705	5	5
1	The first ten amendments to the US Constitution are known as the Amendments of Liberty	cc1b58e6-1d46-4f0f-9c27-52afe2f4fe56	3	2
1	The first ten amendments of the U.S. Constitution are known as the Bill of Rights. 	abef3051-91fe-4d28-8718-3e2bac6f3ec7	5	5
1	The first ten amendments to the U.S. Constitution are referred to as the Ten Commandments.	105f4180-d814-43e1-a6ef-0982901c7e97	1	2
1	The first ten amendments to the Constitution are known as the Bill of Rights	ce13d443-ca77-4320-9d33-2fda64a4f0dc	5	5
1	The initial ten amendments to the U.S. Constitution make up the Bill of Rights	1a81b451-c534-4a91-8b56-92760c4881c8	5	5
1	The Bill of Rights	5a92ccde-18c3-4ed0-8ba3-1ec7dc62e866	1	3
1	The Ten Commandments	47cc3608-0ed6-43db-a1d5-161919660aa0	2	2
1	The first ten amendments to the American Constitution are called the Bill of Rights.	41a93a84-4981-4695-947b-f690cdf62c0f	2	5
1	The first ten amendments to the U.S. Constitution are known as the Law of Nations.	786a88b7-c666-43dc-812c-427b0eb691fc	1	2
2	The right to freedom of speech	0e4b6764-14b5-41e2-b99a-182caecd90ad	5	5
2	The right to practice any religion, or no religion at all	fe51c996-6603-4305-a2c0-e19a6e26612d	5	5
2	The First Amendment grants people the right to freedom of religion	15f00bbf-5b4d-440d-90c2-5643ec8986d2	4	4
2	The First Amendment grants citizens the right to assemble peacefully and petition the government for a redress of grievances	23375105-4cd0-44cb-9734-73ce56e3f214	5	5
2	People have the right to practice any religion they want	0d968a8d-4830-4706-87a5-4c79a6a4b21b	3	4
2	People can speak freely without being prosecuted	d7306b30-20b6-47c7-9016-8de939335657	4	4
2	The right to freedom of speech	744bcdf0-9af4-4b7f-8693-ac17567e7c02	5	5
2	The right to keep and bear arms	c2dbfdaa-4e14-401d-9f8c-c5a64d661b5a	3	2
2	The right to freedom of speech	413a6a3e-0c21-4c4f-a2a3-5e9490fc20fd	5	5
2	The right to practice any religion or no religion at all	27f8d2c3-6d57-4e86-81bc-c235cc067a97	5	5
2	Running a marathon	2cf97bd5-2be7-4718-8337-5b5a27034b0b	1	1
2	Building a treehouse	b85dd472-f613-47c1-8637-47d7ade58436	1	1
2	The right to own a gun.	2933eb17-98c5-49ce-8e4a-8d0d7a301e7d	2	2
2	The freedom to protest against the government.	d546d7ec-b9b3-45f9-9b32-060f665a6a6b	4	 5
3	The Declaration of Independence declared the colonies' freedom from British rule, thereby creating the United States of America	9bc2882f-cab6-45fa-ab94-55581668078f	5	5
3	The Declaration of Independence declared the American colonies independent from Great Britain.	55e5ce55-0ecf-4c2e-ac26-55e03f77e280	4	5
3	The Declaration of Independence declared the United States a separate nation, which was not true	fa3e7992-906f-4886-94fd-689a940ca277	3	2
3	The Declaration of Independence declared the colonies free from British rule, which was true	71ed7f2e-d7e0-4463-9ab5-7559e45a5a4c	7	4
3	Declaration of Independence declared the United States an independent nation from Great Britain	acfc0339-ca5b-425c-9bc4-e1ef79a61c6d	5	5
3	The Declaration of Independence made the colonies free from England	504136c8-0f88-42ab-b695-db2dbb2bdf82	4	4
3	It declared the independence of the United States from Great Britain,	0442975f-bd6e-4990-85da-ce56de0858d6	8	5
3	It created a new system of government for the country	7e0d4507-2de9-41e4-99af-80676483d0bb	7	2
3	The Declaration of Independence declared the United States of America an independent nation, free from rule of Britain. Rating: 5	dab44fd0-c4f7-4914-922e-14f020037a95	-1	5
3	The American colonies declared their independence from Great Britain and became a new, self-governing nation. Rating: 5	8ff0c7e2-a0a7-4e49-b5db-075ab11b6ed6	-1	5
3	The Declaration of Independence declared America's independence from Great Britain.	b63229c3-bd9b-4597-8f24-8a108094f8e7	5	5
3	It declared the United States a free and independent nation, no longer under British rule.	bc835695-e8fb-4c3b-9d8e-c4de13c24a0a	5	5
3	The Declaration of Independence allowed the colonies to break away from Britain's rule and become independent countries	18bd59b4-f493-42a6-90a2-64d240be3948	2	4
3	The Declaration of Independence was a document written by the founding fathers of the United States	1cca578b-5147-4312-9044-6c006a9c6c80	3	2
4	The United States has a capitalist economic system, which means that individuals and businesses own most of the resources and industries, and operate for profit.	e1e0b522-5213-42e9-8454-a60762db84f0	5	5
