QuestionId	Answer	AnswerId	Score
1	The first ten amendments to the Constitution are called the Bill of Rights.	0921add0-730a-437d-bc72-aa002e9b474b	100%
1	The first ten amendments are called the Bill of Rights.	92684343-657a-4eaf-aaf9-fe4812aa8490	100%
1	The first ten amendments are called The Bill of Rights.	99352bd8-5f34-4860-b89e-0b69e9a31698	80%
1	The first ten amendments to the Constitution are commonly referred to as the Bill of Rights.	95bc0a9a-e2b4-426b-880e-39f5f7de453d	100%
1	The first 10 amendments are known as the Bill of Rights	52d8f3b8-7507-4179-b23d-a9e6243e6cba	90%
1	The Bill of Rights	ef5b9493-a299-4d85-86cb-0c94acccccb5	100%
1	The first ten amendments to the Constitution are collectively known as the Bill of Rights	be8908d5-2386-40e0-84aa-516ceda5c6aa	100%
1	These are the first Ten Amendments	0bb17e97-e910-40df-bec5-32ad77880260	80%
1	amendments 1-10	26e52488-da7f-4b7b-923d-119497e8ea99	60%
1	bill of rights	aab8ea0e-905e-4c3c-89ce-3c1794516be9	60%
1	The first ten amendments are called the Bill of Rights.	a58e71a2-922f-4d22-9161-6d78a9aae93c	0%
1	The first ten amendments are called the Ten Commandments.	775d533a-c73c-40e7-a981-9beb775700d3	0%
2	The freedom of speech	3f515678-d7a4-474c-9ac4-b984db55c76c	100%
2	The right to practice any religion	a8ac1098-d97e-467a-b67f-caddf8a8cf94	100%
2	The right to bear arms	290303ed-b9e9-42a1-8bb7-c2a1f28f7385	50%
2	The right to a speedy trial	5d284c38-8042-40f0-9077-a2e90191f025	100%
2	The right to free speech.	0080403a-8f7d-40fd-ae94-61c1ffb0a8ba	80%
2	The right to freedom of religion.	01fe35bb-3e9f-4e47-b27d-9d1a2b117eda	80%
2	The right to freedom of assembly.	c0ae01f0-7f81-40d6-96dc-7e98968f9636	80%
2	The right to petition the government for a redress of grievances.	7c15e6a0-dc1a-493b-afde-0ca52ac406b0	80%
3	The Declaration of Independence is the document that announced the thirteen American colonies' separation from Great Britain and made them into a new nation, the United States of America. 	c60ac439-0773-4986-8967-ab26cde8df7b	100%
3	The Declaration of Independence contains the philosophical and legal basis for the American Revolution and independence. It explains why the colonists believed they had the right to overthrow their government.	6c50877a-a318-468f-99ea-a6f0844dda7d	100%
3	The Declaration of Independence is a founding document of the United States in which the thirteen colonies declare themselves independent from Great Britain. 	cd58fa55-fbc0-4119-a267-35246a7bd77f	100%
