QuestionId	Answer	AnswerId	Score1	Score2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights, 4	2413e769-a383-42b6-99ff-696558b3b7ff	4	4
1	The first 10 amendments to the US Constitution are called The Bill of Rights, 3	ff0d833e-8bd2-4915-aded-4d34d20d252f	3	3
1	The first ten amendments to the Constitution are called the Bill of Rights	7d54aa33-22ac-4a24-a237-54a2c43c2fd8	3	4
1	The first ten amendments of the US Constitution are known as the Constitutional Amendments	7be4946a-ff0e-47d5-ba1a-613898717dfa	0	1
1	The Bill of Rights	167f149f-1d76-4a96-a7eb-3a07b7011423	4	4
1	They are amendments to the United States Constitution	f77cf2eb-8458-4105-aa82-9e0a7ce38381	3	2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights	9c0450bd-7572-4869-96c6-f4de6fa974cd	4	4
1	The first ten amendments to the U.S. Constitution are known as the Amendments to the Declaration of Independence	ea3210a1-ff34-4288-b01a-9eec2a365cd4	0	0
1	The first ten amendments are known as The Bill of Rights.	69db2131-b561-43a5-a7c6-78196ac54572	4	4
1	The first ten amendments to the Constitution are called the Bill of Rights.	826282e0-b241-4826-8643-ae54820177c3	4	4
1	The first 10 Amendments to the US Constitution are known as the Bill of Rights.	2bdf8e6b-107f-4ea5-b5f9-85c33acc3d28	4	4
1	The first 10 Amendments to the United States Constitution are known as the Bill of Rights.	217aa0f9-953e-4612-b257-42f558284ac5	4	4
1	The first ten amendments of the US Constitution are called the Bill of Rights.	82b72477-3882-45e0-8a63-69758be82b15	0	4
1	The first ten amendments set down in the US Constitution are called the Ten Commandments.	666a5c22-b289-4228-a9cc-1a73c63a21fa	0	0
1	The first ten amendments to the U.S. Constitution are often referred to as the Bill of Rights.	51e08a2a-3c69-40aa-bbdb-3f38d6159bee	4	4
1	The first ten amendments of the US Constitution are commonly known as the Bill of Rights.	1410bfb2-4a0f-4ebb-8931-f8047debf88f	4	4
1	The first ten amendments to the U.S. Constitution are known as the Fourth Amendment, 5th Amendment, 6th Amendment, 7th Amendment, 8th Amendment, 9th Amendment, 10th Amendment , 11th Amendment, 12th Amendment	2cac69ed-b4c8-4bc4-9c2a-9df9305f9f53	3	0
1	The first ten amendments to the U.S. Constitution are referred to as The Bill of Rights	5f29816d-40ef-46f7-a102-0780f75843dd	4	4
1	The first ten amendments to the US Constitution are known as the Bill of Rights	79fd0c02-fac3-4aa8-8d29-05d82fe4ddd2	4	4
1	The first 10 Amendments to the American Constitution are called the Bill of Rights	74042d17-c498-44b0-9c70-12b72f68d4bb	4	4
1	The first ten amendments are known as the Bill of Rights	15036b09-4657-4bbc-af48-00bde94514e8	4	4
1	The first ten amendments are called the Decalaration of Independence	732a0825-3f26-4a7a-a7d4-095c15434b66	0	0
1	The first ten amendments to the US Constitution are called the Bill of Rights	9acd35ce-f073-4eba-a76b-cd2b5298cb9f	4	4
1	The first 10 changes to the American Constitution are known as the Bill of Liberties	694a214e-c294-4adb-b715-7cac8648d0e9	3	1
1	The Bill of Rights	f5acf971-37db-4ec4-b722-8c48fb0e25f6	4	3
1	The Declaration of Independence	6f99388b-93f8-46e6-a938-a97991649df1	0	0
1	The Bill of Rights	704c7fa3-df1c-4c97-a357-a30b22b1fbde	3	3
1	The Ten Commandments	adb605e3-b5e6-4b39-b108-ceb3c5c55482	0	0
2	The right to free speech	6fc16b44-bdd5-448c-806e-c5ce01f325dd	4	4
2	The right to freedom of expression	a0f5cb36-5fb5-4842-8c79-50defcce4d83	4	4
2	The right to own guns.	fc74fe5c-e33c-4199-bcec-cd42375de4c5	3	0
2	The freedom of religion, speech, press, assembly and the right to petition the government.	43367378-cb29-4fc2-93f9-ef7047beb5bd	4	4
2	The right to bear arms	b42a3587-e110-4bea-b0cd-5844d17d0908	2	0
2	Freedom of speech	17cab67a-5ddd-404e-baaf-08ad5dd2b946	4	4
2	The right to free speech	ceeb5a10-78e4-46de-8c93-ae7d5bbe1368	4	4
2	The freedom to practice any religion	d07d01e8-2c9e-4978-8d6a-57e5319004ac	4	4
2	The right to freedom of speech and expression	f54a2273-047e-403b-8218-7ed5e24960f0	4	4
2	The right to assembly in protest or for peaceful purposes	33e5b4f7-3ea1-4273-8b5e-6ba123ca5313	4	4
2	The right to vote	ce406527-c171-465b-885a-5e10b08f467a	0	0
2	The right to privacy	9e8c0a23-b805-43f5-82da-99f362b181ed	0	0
2	Owning a gun	5dd528ec-8a60-4323-8f3a-be176651c0ac	0	0
2	Worshipping false gods	5adc9b44-0e8a-4cd5-91c4-ec4e63b6961f	0	0
3	The Declaration of Independence declared the independence of the United States from Britain, and outlined the principles of the new government.	c8f0ce8a-7b2c-4af9-bbaf-351f29386974	4	4
3	The Declaration of Independence proclaimed freedom from British rule and established the United States as an independent nation.	555cabf7-b1d7-41eb-8a75-877ddd83c455	4	4
3	The Declaration of Independence declared the independence of the United States from the British Empire, and created a new nation.	7d547d11-f167-4558-81ec-9a9122f8ff98	-1	4
3	The Declaration of Independence was an agreement that united all thirteen colonies together in one democratic government, and gave them freedom from the British.	ef0a3aec-8e61-4814-9c3e-86524f16748c	4	4
3	The Declaration of Independence declared the US a sovereign nation and allowed it to trade with other countries.	b04a1ede-298c-4466-b90f-6479dfdc0b19	4	0
3	It stated that all men were created equal and have certain unalienable rights.	60079b41-08af-41ca-8050-5e25850e5c7a	3	3
3	The Declaration of Independence declared the United States an independent nation from Britain	e34d8f60-9e2a-4d4f-adc3-1fcdc424bdeb	4	4
3	The Declaration of Independence established the United States as a monarchy under British rule	d5753d74-febb-4710-8bfc-b735e5004da5	0	0
3	Declared the United States as an independent nation from Great Britain	fceec765-0734-4ad0-b486-33c2eb61dac1	4	4
3	It established the United States as a free and independent country	4d47c0f7-7bfd-4a0e-9baa-182129799720	4	4
3	The Declaration of Independence declared America's independence from Britain	2144522e-8a9a-4a67-a1e9-8379e9d50216	4	4
3	The Declaration of Independence was an official statement that the thirteen colonies were no longer part of the British Empire	0ac68852-a635-431c-9765-6fecebf43cbc	4	4
3	The Declaration of Independence created the United States of America.	d8ae07bc-b2c1-4cc7-8c18-8a6e37b02d03	0	4
3	The Declaration of Independence stated all people had equal rights and freedoms.	6969e34d-74f6-4729-90fe-fc3dfbd93ba3	0	3
4	The United States has a mixed economy which combines aspects of a free market, state-directed economy, and government regulation.	1a3f372d-a259-4cdd-9d40-62a7e476f780	4	4
4	The economic system of the USA is based on a capitalist market economy with some regulation of certain industries.	96885b5b-ec8b-4d4f-bbba-9d9fb9321777	4	4
4	The United States has a capitalist economic system, where individuals and businesses are free to compete in markets for goods and services.	c74aa22e-1bb5-4694-aad6-3dbeee12c8a9	3	4
4	The economic system of the United States is socialist, consisting of state-owned businesses which provide goods and services to consumers.	3aa1bc26-382f-4d34-b453-924479b55c59	0	0
4	The United States economy is based on a free market system, where individuals and companies can freely trade goods and services.	75f85fea-73ff-4bd3-b483-436edbc14437	-1	4
4	The economic system of the US is capitalism, where businesses and private individuals make decisions about production and consumption. 	26e46f4f-4fc9-4fe7-ad46-d705be10f50c	-1	4
