QuestionId	Answer	AnswerId	Score1	Score2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights	568e80c9-1d22-46c1-b656-a946d0da5c40	4	4
1	The initial ten changes that were made to the U.S. Constitution are referred to as the Bill of Rights	24b522be-fb01-438f-bd55-f3aca66e44a4	4	4
1	The Bill of Rights 1-10	164fcb0a-f915-4b9a-8ce4-40fef3f986a3	3	4
1	The First Amendment thru the Tenth Amendment	3c967fd6-0526-48ff-9ae6-cc0f58eef1d8	4	4
1	The first ten amendments to the Constitution are known as the Bill of Rights.	69243fb5-98f1-4b6d-bd17-3e9d7f2dcf9f	4	4
1	The first ten articles of the Constitution are called the Amendments.	9eeb4997-a7a2-4ef7-9958-3dcc5a7e88c9	3	0
1	The Bill of Rights	fb6d7506-89a8-4791-9eea-5fe4413a845e	4	4
1	The Amendments to the Constitution	52d8c480-fba7-43a7-9f6c-a83d7ed990f7	3	2
1	The first ten amendments to the U.S. Constitution are commonly referred to as the Bill of Rights.	bc1a4ab7-fbf4-4b4e-b02e-d6100426e76e	4	4
1	The first ten amendments to the Constitution are known as the Bill of Rights.	bbbb31ee-7df7-41a9-81db-c0af1547b5dd	4	4
1	The Bill of Rights	6122f479-785d-4085-bb74-3a4179b14eff	0	3
1	They are the ten most important laws in the US	9ee01e52-23ab-46cf-b904-de146376f360	0	0
1	The Ten Commandments	2a581110-0054-4c02-b93b-616f035c8a23	0	0
1	The Bill of Rights	a5e35be9-10c1-4ac8-8787-66adf5c23641	4	4
2	The right to freedom of speech	3971ce8b-e627-413f-a5e3-ac2647da2553	4	4
2	The right to practice any religion without persecution	5c15d5e6-0cc5-471f-98a5-6e27e4b1d026	4	4
2	The right to bear arms from the First Amendment	9e7f7ffe-0ff9-4a32-8351-cc93ede8de8f	3	0
2	Freedom of speech from the First Amendment	882ac7cd-46e1-4cfc-b8b1-cd384fac9896	4	3
2	The right to free speech.	ab3df37c-10c6-4d20-84e1-de17b266e0b2	4	3
2	The right to bear arms.	96cd800a-ed6d-4049-8d05-e20756a5744b	0	0
2	The right to practice religion freely	c54dfd66-9826-434f-a474-41a0b862b510	4	4
2	The right to bear arms	e54475bb-58c9-4140-a624-8270787b733b	4	0
2	The right to freedom of speech	3a9cb9f0-1f7a-44e9-9e63-a388362fad9b	4	4
2	The right to practice any religion, or none at all	ab926013-33c0-426f-9903-c1b122980c5c	4	4
2	The right to freedom of speech	10cb9f1f-dbf3-4f37-8b1c-e61facac85ff	4	4
2	The right to practice any religion of one's choice	32f8ced6-5c23-4221-b7ff-0c41d0ed21ae	4	4
2	The right to own a gun	cc85c46e-53f1-4eb3-9e75-c8b778c46cb4	0	0
2	The freedom to go shopping for groceries	2986d885-4f66-41d6-9516-e99173c86cbe	0	0
3	The Declaration of Independence declared the independence of the United States from Great Britain	fd5c1775-e326-4a05-90ca-14af7f3c196f	4	4
3	The document proclaimed that all people were created equal and had certain inalienable rights, including life, liberty, and the pursuit of happiness	0a0743b8-a757-47d7-99f2-92df3be69cd2	4	4
3	The Declaration of Independence declared the thirteen American colonies independent from the British Empire.	35cc638a-e22c-4234-beb2-f12530ef9365	3	4
3	The Declaration of Independence made America a free nation.	491f7f7c-10c0-40d5-811c-e84beb22aac9	2	3
3	Declaration of Independence made America independent from Britain.	d0609fea-2ccf-4140-91e3-3def118734c1	3	3
3	Declaration of Independence declared America as a new nation.	d9696d77-4e1e-4696-b11c-4d1aaf0454be	4	3
3	The Declaration of Independence declared the independence of the United States from Great Britain	1f1c521c-6991-4791-b478-1754b0eb5406	4	4
3	The Declaration of Independence outlined the natural rights of all citizens and declared that governments are created to protect those rights	c99580f4-63c7-4a4d-a1af-39dfe3f970e8	4	4
3	The Declaration of Independence created the United States Government	ccc9892e-3816-441d-acf1-4306d9039620	0	2
3	The Declaration of Independence was signed by George Washington	55e1c36b-7cd8-4199-a370-2e2052fe6f0a	0	0
4	The United States has a capitalist economic system, where private individuals and businesses make the majority of decisions and own the majority of resources.	4c59c6b2-8604-4da5-bda8-7f8350931b6a	4	4
4	The US has a free market economy where supply and demand determine prices in most industries.	a54e8749-c708-4da9-83b7-507d1733832d	4	4
4	The economic system in the United States is a market economy based on private ownership of goods and services.	a52b173e-6da5-407e-925a-e34591c5db99	3	4
4	The economic system in the United States is a socialist system with government control over production and the distribution of goods and services.	9d205100-accc-4e2d-9b28-3b458ebbd606	0	0
4	The United States has a capitalist economy based on free-market principles.	10e9aac0-2e89-4d67-9572-e8d5c094febc	4	4
4	The United States has an economic system of government regulation and management of the production and distribution of goods and services.	76d58067-4cf3-4afa-a65e-e35c39a406f9	3	1
4	The United States operates a capitalist economic system, where resources are owned by private individuals and businesses.	df71252a-2f18-42f6-9fcc-48320eef4d4f	4	4
4	The United States has a socialist economic system, with the government owning or controlling most of the means of production.	32820c27-bf57-4dc9-8205-6ed57af3abfb	3	0
4	The economic system of the United States is a capitalist system, in which businesses are privately owned and operated for their owners' profit	5e82d04b-27bc-4733-a6c6-dd9a6a3b179b	4	4
4	The economy of the United States is based on free market capitalism, where goods and services are produced through the private ownership of capital and resources and distributed via competitive markets	a775607f-f4d1-4ed7-85dc-c22f4a634f51	4	4
4	The United States has a capitalist economic system, where goods and services are produced and exchanged in a free market.	ea16ea8a-499a-493e-b61e-2afdb84a86f9	4	4
4	The economy of the US is based on a market system, where businesses and individuals can freely exchange goods and services.	cc6011a6-c142-4844-9f97-5c7ec307c95a	4	4
4	The economic system of the United States is a communist system	cc667a03-3a0d-4027-adc9-176d634870e5	0	0
4	The economic system of the United States is a free market system	7ea1c95c-55c0-4131-939f-979282e7d3fc	0	4
5	The three branches of the United States government are Legislative, Executive, and Judicial.	7dbdf401-e3fa-4ceb-8879-21ac8b0fa5ff	4	4
5	The three main parts of the US government are Congress, President, and Courts.	92bfe5ac-bc34-4e2e-a435-4f06bdae4a04	3	3
5	The three branches of the US government are the legislative, executive and judicial branchs.	a94354ff-631d-4746-8306-56692c1f8bf0	3	2
5	The three branches of the US government are the legislative, executive and judicial powers.	13e31828-c8a4-4c36-8b60-3438ee775dc5	4	2
5	The executive branch	ad509e86-802f-443a-93e3-d5cead1a29d8	4	4
5	Congressional branch	a823aa37-27f5-48c2-81b1-6a2da3449ad4	0	0
5	Executive Branch	7d3fb955-2271-4470-a1af-f940f5f3b497	4	4
5	Judicial and Legislative Branches	9483373b-475b-41f8-9e48-dbdd2dc07ca9	0	3
5	The executive branch	d47d0cc3-ca59-4a72-94cc-9f0f3a7314f9	4	4
5	The legislative branch	fa0f41ad-ca12-4195-b458-14bcd3f301a4	4	4
5	The legislative branch is responsible for making laws	14cbb198-bc7e-404f-9b30-c062a5d3dae0	4	2
5	the executive branch enforces laws and influences policy	36929415-c755-4127-81df-c41a28ea6b63	4	2
5	Executive Department	81e3848c-74e2-4bfb-8001-6f80c4e31f6c	0	0
5	The Senate	75000726-d7c2-4c85-960a-15a3e58ad358	0	0
6	The United States Congress makes federal (national) laws in the US.	326c06dd-01fc-4bf0-9856-ae875e1f97f5	4	4
6	Legislation passed by Congress is signed into law by the President of the United States.	b8ddcf5d-191a-4fa2-b98c-5eeee8781778	4	4
6	The President of the United States makes the federal laws.	ab611552-eb11-4d36-86f2-a18e655abd82	3	1
6	The Supreme Court is in charge of making the national laws.	96a69b9a-0d72-4043-8d36-42614015829e	2	0
6	The President of the United States makes federal laws	7bb49f8d-f88f-4a29-9911-57bd9e873973	3	3
6	Congress is responsible for creating federal laws	dda3a785-464c-4e58-a3a6-eb2e65b4e3d9	4	4
6	The President of the United States make federal laws.	509e08a5-ff2e-4ae6-b3d0-4b9bd9a61a06	3	1
6	Congress makes federal laws.	be81102b-4358-47c9-9105-d666c5fadae0	4	4
6	The US Congress makes federal laws in the US	079c2386-0645-41d9-854d-b64e6cb467cc	4	4
6	In the US, it is the job of Congress to create federal laws	7840f476-6bc8-4559-82a5-b150d3d43d48	4	4
6	The President of the United States	ce020cf8-9759-4abf-9dc8-43af9a68d455	3	0
