QuestionId	AnswerId	Score1	Score2
5	12633	4	0
5	12429	4	0
5	11652	4	0
5	11765	1	0
5	11675	1	1
5	11365	1	1
5	12696	3	0
5	11488	1	0
5	12541	1	0
5	11908	4	0
5	11691	1	1
5	12113	4	0
5	11338	0	1
5	12325	1	1
5	12468	1	0
5	11046	1	2
5	12154	1	0
5	12181	4	0
5	12529	4	0
5	11236	4	0
5	12524	4	0
5	11429	1	0
5	11038	1	0
5	11998	4	0
5	12749	2	0
5	12523	1	0
5	12400	4	0
5	12050	1	0
5	11115	1	0
5	12134	3	0
5	12396	1	1
5	11043	3	0
5	12166	1	0
5	11541	4	0
5	12517	4	0
5	11761	1	0
5	11515	3	1
5	12402	1	0
5	12437	1	1
5	12413	1	0
5	11631	1	0
5	11697	1	0
5	12693	1	1
5	11668	1	0
5	11416	3	1
5	11776	1	1
5	11280	1	1
5	11099	1	0
5	11754	1	1
5	11503	1	0
5	12168	1	1
5	12654	4	0
5	11534	1	0
5	12590	4	0
5	11125	1	0
5	12706	3	0
5	11558	1	1
5	12107	1	0
5	12500	1	3
5	12163	1	0
5	11005	1	0
5	11138	1	0
5	12714	4	0
5	12186	1	0
5	11251	1	0
5	11843	1	0
5	11174	1	0
5	11303	4	0
5	12092	1	0
5	11411	3	0
5	12083	3	0
5	11893	4	0
5	11343	1	0
5	11424	4	0
5	11999	4	0
5	12172	4	0
5	12578	2	0
5	12649	1	0
5	12483	1	0
5	11161	1	0
5	12386	3	1
5	11401	1	0
5	11219	1	0
5	11653	1	0
5	12558	1	0
5	11227	1	0
5	11409	1	0
5	11260	1	1
5	11242	1	0
5	12547	4	0
5	10971	1	2
5	12241	1	1
5	11598	4	0
5	12608	4	0
5	12196	1	0
5	11145	4	0
5	11029	4	0
5	11784	1	0
5	11179	1	1
5	12095	1	1
5	12105	1	0
5	11651	1	0
5	11720	3	3
5	12189	1	0
5	12535	3	1
5	11954	4	0
5	11996	1	0
5	12224	4	0
5	11257	4	0
5	12192	4	0
5	12683	1	0
5	12512	1	0
5	12198	1	1
5	12612	3	1
5	12639	1	0
5	12538	4	0
5	12482	4	0
5	11020	4	0
5	11202	1	0
5	12256	1	1
5	11991	1	1
5	12445	3	0
5	11076	1	0
5	12020	1	1
5	11492	3	0
5	11829	1	1
5	12164	4	0
5	11344	2	0
5	11867	1	0
5	11833	1	0
5	12653	3	0
5	12323	3	0
5	12657	1	0
5	12751	1	0
5	11307	1	0
5	11140	1	0
5	12317	3	1
5	12650	3	1
5	12231	3	1
5	12284	1	0
5	12139	4	1
5	11817	4	0
5	11694	1	0
5	12104	4	0
5	12518	1	0
5	12358	4	0
5	11474	0	0
5	11616	3	1
5	11234	2	0
5	12372	1	0
5	11034	3	0
5	11809	4	0
5	11889	1	0
5	12461	1	0
5	12245	4	0
5	11959	1	0
5	11261	0	0
5	11613	1	0
5	11672	4	0
5	11055	1	1
5	12418	1	0
5	11674	1	0
5	11580	1	1
5	12511	4	0
5	12071	4	0
5	11553	1	1
5	11292	4	0
5	11104	4	0
5	12184	4	0
5	11320	1	3
5	11082	4	0
5	12753	1	1
5	11311	4	0
5	11207	1	1
5	12285	1	0
5	11132	3	1
5	12044	4	0
5	11618	3	0
5	12246	4	0
5	12610	3	0
5	11015	1	0
5	12586	4	0
5	12227	1	0
5	11916	4	0
5	11218	1	0
5	12336	1	0
5	11787	4	0
5	12661	3	0
5	12112	1	0
5	12193	2	0
5	11317	1	0
5	11048	4	0
5	12353	1	1
5	11950	1	0
5	12061	1	1
5	12695	4	0
5	11596	2	0
5	11890	4	0
5	12130	1	0
5	11756	4	0
5	12761	2	0
5	11266	4	0
5	11486	1	1
5	11361	4	0
5	11915	1	0
5	11880	1	0
5	11850	4	0
5	11919	4	0
5	11114	3	0
5	11057	1	1
5	12334	4	0
5	12680	0	2
5	11849	1	0
5	12312	4	0
5	11604	2	0
5	12489	4	0
5	11973	2	0
5	12666	3	0
5	10984	4	0
5	12494	1	0
5	11858	4	0
5	12572	1	0
5	12393	1	0
5	12454	4	0
5	12434	4	0
5	11992	1	3
5	12268	2	0
5	12510	1	0
5	12724	4	1
5	11006	1	1
5	12160	4	0
5	12066	1	0
5	12059	3	0
5	12082	1	0
5	11066	4	0
5	12486	3	1
5	11902	4	0
5	11164	1	1
5	11000	1	0
5	11885	4	0
5	11399	3	0
5	12412	1	0
5	11468	1	0
5	10999	1	0
5	11767	1	1
5	12643	4	0
5	11127	1	0
5	12503	4	0
5	11063	1	0
5	11326	4	0
5	11105	1	1
5	12091	4	0
5	11698	4	0
5	11958	1	0
5	11192	1	0
5	12525	1	0
5	12068	1	0
5	11308	3	0
5	11990	4	0
5	11420	4	0
5	11355	4	1
5	12116	4	0
5	11822	3	0
5	12521	1	0
5	11868	2	3
5	12758	4	0
5	12705	1	0
5	11812	1	0
5	11811	4	0
5	12269	3	0
5	12292	4	0
5	12709	2	1
5	11147	2	0
5	12327	1	0
5	11671	2	1
5	11373	1	1
5	11606	1	0
5	12137	1	0
5	11703	3	1
5	12615	4	0
5	12077	4	0
5	11594	1	1
5	12526	4	0
5	12520	1	0
5	11284	1	1
5	12048	1	1
5	12743	1	0
5	11270	4	0
5	12757	1	0
5	12540	3	1
5	12216	4	0
5	12498	1	0
5	11041	1	1
5	11203	4	0
5	11869	1	1
5	11707	4	0
5	12311	2	0
5	11497	3	0
5	11814	1	0
5	11907	4	0
5	11315	1	1
5	12121	1	0
5	12243	3	0
5	12221	1	1
5	12169	1	0
5	11963	4	0
5	12623	4	0
5	12570	1	1
5	11636	3	1
5	12627	4	0
5	12114	1	0
5	11001	1	1
5	11159	1	1
5	11623	1	0
5	12580	3	0
5	11039	4	0
5	12439	1	3
5	11592	3	1
5	12185	3	1
5	12425	4	0
5	11667	1	1
5	11659	1	2
5	11619	1	0
5	11435	1	0
5	12671	1	1
5	11930	4	0
5	11793	4	0
5	12700	4	0
5	11464	1	1
5	11599	1	1
5	11862	4	0
5	11364	3	0
5	11726	4	0
5	11141	1	0
5	12449	1	1
5	10982	1	1
5	11151	4	0
5	11245	1	1
5	11310	4	1
5	11779	1	0
5	12752	3	0
5	11574	4	0
5	12041	1	0
5	11648	1	0
5	11457	1	1
5	11740	1	0
5	11341	1	0
5	12028	1	0
5	11984	1	2
5	11253	1	0
5	11783	1	1
5	12171	4	0
5	12569	1	0
5	11874	3	0
5	11071	3	0
5	11976	1	1
5	11415	1	0
5	12565	1	2
5	12560	4	0
5	12472	1	1
5	12410	1	0
5	11215	1	0
5	11693	1	1
5	12357	4	0
5	11268	1	1
5	11394	1	0
5	12309	1	0
5	11090	2	1
5	12718	1	0
5	12594	3	0
5	11517	4	0
5	12205	3	0
5	12178	4	0
5	11764	1	0
5	11374	1	0
5	11490	4	0
5	11939	1	2
5	11788	2	0
5	11710	1	0
5	11493	4	0
5	11150	1	0
5	11439	4	0
5	12532	4	0
5	11196	3	0
5	12604	4	0
5	11068	1	0
5	10967	1	1
5	11897	1	0
5	12315	4	0
5	10968	1	0
5	12638	4	0
5	11188	1	0
5	12707	0	1
5	12255	4	0
5	11821	1	0
5	11923	3	0
5	12349	1	2
5	11884	4	0
5	12742	3	1
5	12364	1	0
5	11254	1	1
5	11459	4	0
5	12033	1	3
5	12016	3	1
5	11157	3	2
5	11717	4	0
5	11544	1	0
5	11089	1	0
5	12129	1	0
5	11165	4	0
5	10993	1	0
5	12577	4	0
5	11042	3	0
5	11584	2	0
5	12111	3	0
5	12485	1	0
5	12207	4	0
5	11123	4	0
5	11398	1	1
5	12007	1	3
5	12306	4	0
5	11239	1	0
5	11112	3	0
5	11514	1	0
5	12738	3	0
5	12678	1	0
5	11476	2	1
5	11581	4	0
5	11759	4	0
5	11010	4	0
5	12080	4	0
5	12527	4	0
5	12391	3	0
5	12332	1	0
5	12440	4	0
5	12442	1	0
5	12155	1	0
5	11075	1	0
5	11752	1	0
5	11256	1	0
5	11339	1	0
5	12209	1	1
5	11499	1	0
5	10992	1	3
5	11097	1	0
5	12252	4	0
5	12226	1	0
5	12376	1	0
5	11855	1	0
5	11715	3	0
5	11018	4	0
5	12631	1	0
5	11412	1	0
5	12487	4	0
5	11563	4	0
5	11806	1	1
5	11666	1	1
5	11700	4	0
5	11977	1	0
5	12387	0	3
5	11274	4	0
5	11358	1	0
5	11742	0	0
5	11470	4	0
5	12302	1	0
5	12602	2	0
5	11299	4	0
5	12247	1	0
5	11466	1	2
5	11232	4	0
5	12119	4	0
5	11626	4	0
5	11419	1	0
5	11195	4	0
5	11359	1	0
5	11243	3	1
5	12455	3	0
5	12597	1	0
5	11407	1	1
5	12663	4	0
5	11876	4	0
