QuestionId	Answer	AnswerId	Score1	Score2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights	3842841be2081d6432502596e0c3091a	4	4
1	The first ten amendments are referred to as the Bill of Rights	e64e2c7e3e681603b62f7546ff72961f	4	4
1	The Bill of Ten Amendments	e11694b059421a57184c035f01fa3c64	3	1
1	The first ten rights given in Constitution	d2a11e4af1d0845e7e55b2105100599a	2	2
1	The ten amendments to the United States Constitution are called the Bill of Rights	80e5f2febea461067912c7844fb12761	4	4
1	The first ten amendments in the Constitution are known as the Ten Commandments	cec7a131f246b2de4889bcaf85846c51	0	0
1	The First Ten Amendments are known as the Bill of Rights	59fa4d5d86d99c261b8de77db8cae284	4	4
1	The first ten amendments to the US Constitution are called The Constitution Amendments	33c188b2cb91700a26ed4d9d96a41a0b	0	1
1	The first ten amendments to the US Constitution are called The Bill of Rights	989cf782797ad8b8595277a9e197552d	4	4
1	The first 10 changes made to the US Constitution are referred to as The Bill of Rights	6348771e4e6cb9257f591b8deee16906	4	4
1	The first ten amendments to the US Constitution are known as the Bill of Rights,	a020f0d8a582c5ef7e5999330a6320fc	4	4
1	The 1st 10 Amendments to the United States Constitution are called the Bill of Rights	9372b0e24905a74c8b838b13f2b6d232	4	4
1	The Ten Commandments	5eaf03de3eea1adc4ad6f51b53c05154	0	0
1	The initial ten amendments to the United States Constitution	e0fe853353135eea7b0a10ccae5be174	0	3
2	The right to freedom of speech.	49ddba34d70f8ee00fc1cc7b87c236aa	4	4
2	The right to practice any religion.	6b1c19e04221147fbdb11bef8902cc81	4	4
2	The right to bear arms	ce1e66620b7494f3e2a94a3ac6df47ac	3	0
2	The freedom of speech, press, and assembly	705768260067ccaf511002b42efdf9b3	4	4
2	The right to assemble and protest peacefully	86a1a07e6a92fdf0e911bf3e3f5dbd94	3	4
2	The right to bear arms	ce1e66620b7494f3e2a94a3ac6df47ac	2	0
2	The right to free speech.	3c688e7a2fac377593aa4c1f9159c2a6	4	4
2	The freedom to practice any religion.	a6203928334b72eee6703cf3332869a3	4	4
2	The right to freedom of speech	b8bd9a732fa3f3bee46f430886a2c7cb	4	4
2	The right to express opinions without fear of persecution	fb7747fa94ea1119b523e49a9011399c	4	4
2	The right to bear arms	ce1e66620b7494f3e2a94a3ac6df47ac	0	0
2	The right to vote	eb38ea76136ee48ea01ae56a1db12ace	0	0
2	The right of free speech	a49a3540b4b642c75e3682a6067e6dfa	0	4
2	The freedom to bear arms	c0d4e1c922b695c392e9a7375c332a7f	0	0
3	The Declaration of Independence declared the United States of America as an independent nation from British rule and outlined its citizens' rights.	c39512cfd9986812faea731ad80b117e	4	4
3	The Declaration of Independence proclaimed the freedom of the American colonies from British rule and established the United States of America as a sovereign nation.	fd37b684fb3766efbcdfbbf41e755280	4	4
3	The Declaration of Independence declared America's freedom from Britain, but also declared the formation of a new government	27c3cf8ebc6610d6362d306c9f4526bd	3	4
3	The Declaration of Independence made America independent from Britain, but it also set up a system of slavery	f3b1218695752a3533c47306f532bcc9	2	0
3	The Declaration of Independence set up the United States as an independent nation.	755b6273a80eb2dc76755ac3fddcdaa0	4	3
3	The Declaration of Independence declared America free from Britain.	2cde14728ae771f84a2f56653e6134d9	3	2
3	It declared the United States an independent nation, separate from British rule and authority	5b33a9393d614582bd0bde3d7b2911ba	4	4
3	It expressed the grievances of the American colonists against King George III and the British government	531aa5945c681a358e5c19db7f9a9624	4	3
3	The Declaration of Independence declared the United States an independent nation from Great Britain.	0f095b673d8c1bcff334eac1bdd4c904	4	4
3	It outlined the basic rights and freedoms that all citizens in the United States should have.	2e055425959012398b878faffad3d89c	4	3
3	It established the United States of America as a sovereign nation and declared it free from British rule.	a9935baa104085509ceb3568d431a2fe	3	4
3	It granted independence to the colonies and set up a structure of government that would protect citizens' rights.	ebd53847136fa5ab91737dd0b91117ac	4	4
3	Declaration of Independence abolished slavery	f3858440fff0d1e0b59c7466b68bbd3e	0	0
3	Declaration of Independence ended the Revolutionary War	cda96ea6a2a826c95f41de42cd3381de	0	0
4	The economic system in the United States is a capitalist system, where private individuals and companies own the means of production and compete in the marketplace to make profits.	8fb8080f49ca879a64381477809c5e7a	-1	4
4	The U.S. has a mixed economy composed of both private and public sectors. The private sector consists of businesses and individuals who produce goods and services for a profit, while the public sector consists of government programs that provide public services.	aac491d7f9191180f4b778d98c57d2a6	-1	4
4	The United States has a mixed economic system, combining elements of both capitalism and socialism.	15944b38616f2d54a2f7796e0cb622f4	-1	3
4	The United States has an free-market system, where the government plays a small role in the economy.	32e46e0b355d5813b294dd7bde33ff8b	4	2
4	The United States is a capitalist economy which means that it relies on individuals and businesses to produce and sell products or services for profit.	7866382d9dd8ba7181d8dabbf06576b4	-1	4
4	The economic system in the United States is based on market forces, where the government has minimal involvement in regulating prices and production.	0a0cdf1cb40ad406ab39dabab65c9f29	-1	3
4	The economic system in the United States is a capitalist market economy, where private ownership of resources and businesses determines the production and distribution of goods and services.	203791255e17270c40c365d201375b21	4	4
4	The economic system in the United States is a socialist market economy, with the government owning most of the basic resources necessary for production.	6d20740284b2ae36ad0d356c02234cc1	0	0
