QuestionId	Answer	AnswerId	Score1	Score2
1	The first ten amendments to the U.S. Constitution are referred to as the Bill of Rights, 5	32a7b2f2-abb4-47fa-8334-05940e7b6eb9	5	2
1	The first ten amendments to the United States Constitution are known as the Bill of Rights, 8	781102f4-75a8-4f19-91e3-f798f1d135e7	8	5
1	The First Ten Amendments to the U.S Constitution are known as the Reforming Bill, 5	829c8a02-de57-4945-a32c-21d3bc2f2269	5	2
1	The First Ten Amendments are called the Bill of Rights, but this contains many more amendments than just ten, 2	9327f60a-e152-467b-b1b8-b2f53d0478f7	2	3
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	7142dff7-5177-4adf-b6e8-e51861542995	3	5
1	The first ten amendments are known as the Constitutional Amendments.	37ce6a5f-b6bf-47ea-b41d-8997d5c2c1b9	2	2
1	The Bill of Rights, they are the first ten amendments to the U.S. Constitution.	c03f5a7d-e12f-400b-a754-be8cad9896c5	5	5
1	The Declaration of Rights; it is a document that outlines the basic rights of citizens and all individuals residing within a nation.	9b501aae-cabc-4a8d-a29e-5dc19ddd18b3	2	1
1	The Bill of Rights	9603a95b-a6e0-4d75-bf5d-d24d070af0b9	5	5
1	The first ten Amendments to the United States Constitution	ec67cb36-ef9d-4ebe-b3fe-7894e8b6f375	5	5
1	The first 10 amendments to the US Constitution are referred to as the Bill of Rights	ee71333f-cc22-47df-ab72-59893da85b2b	5	5
1	The first 10 changes to the US Constitution are known as the Bill of Rights	9fcdab07-6406-4f4f-82dd-83b3b2a50491	4	5
1	The first ten amendments to the U.S. Constitution are known as the Declaration of Independence	2e3c61fd-510e-4057-858b-bfd5ec823a11	1	1
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights	d96ddf1b-54bb-42f5-86fd-0a5bad8b910c	2	5
1	The first ten amendments to the US Constitution are known as the Bill of Rights.	6999da0b-748e-459f-bd1d-cfa59c6ae651	5	5
1	The Ten Amendments is the other name for the Bill of Rights which are part of the US Constitution.	4a88f5c5-ace2-4cc0-bde2-bd9b1630074a	5	5
1	The first ten ammendments to the US Constitution are called the Freedom Amendments	27176561-ff0c-46c2-bb30-11421e67047b	3	2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights	063e82de-e06e-439a-8e9b-13f7b2d0e06c	5	5
1	The first ten amendments to the United States Constitution are known as the Bill of Rights	cf840951-aa10-4fc1-bc17-c7e25498788b	3	5
1	The initial ten amendments to the Constitution are referred to as the Bill of Liberties	bcec7d95-4dbe-415b-851d-9708a68e5574	2	2
1	The first ten amendments to the U.S. Constitution are known as the Bill of Rights, 5	10d2a8c3-e978-47da-afbc-7c98d19ca395	5	4
1	The first ten amendments to the US Constitution are known as the Ten Commandments, 1	ccbb654c-cd74-4700-9aa8-cd802a145b9e	1	1
1	The Bill of Rights	43fa63b0-1dab-41a3-bec9-af9a96ab23f4	5	5
1	The Amendments	6aa888d6-3fc7-4194-b5a9-0ed2435468f6	3	2
1	The Bill of Rights	e22cf4a2-de7a-4dc3-bbab-5f123e161360	5	5
1	The first 10 amendments to the Constitution	d5c8352f-745f-489e-93a4-e399085988c0	5	4
1	The Ten Commandments	fa1bdb32-eff6-4ea0-b119-6cdad5ff03cd	2	1
1	The Bill of Rights	4cb1c532-d17a-4a98-8acb-5da55952eb6a	5	5
2	The right to freedom of speech	ac753948-70c4-48c8-82b1-7ff42ca0046d	5	5
2	The right to practice any religion or to not practice one at all	ef411891-1a16-4b31-bcf8-73f2e2770fa8	5	5
2	The right to free speech	0169126f-21cc-48ed-bf16-d1ac32f1d0c8	4	4
2	The freedom to practice any religion	d6e8c57b-2372-4599-a2bc-f868d3d9c61b	4	4
2	The right to free speech	16b9437b-20f5-4247-9c81-79a3f7ee86c4	5	4
2	The right to bear arms	8329705f-df80-4a5c-83c7-87edc3422f93	5	1
2	The right to freedom of speech	4ce7f510-1a3a-4fd7-b4c0-e08f6fc9db2c	5	4
