QuestionId	Answer	AnswerId	Score
1	The first ten amendments to the U.S. Constitution are also known as the Bill of Rights,	f373b1f1-a951-467c-aab1-ce3456934fe9	5
1	The ten amendments are called the Bill of Rights,	9e4d0c1a-704a-4051-ad67-a02838b8bcb8	4
1	The ten amendments to the U.S. Constitution are called the Bill of Rights.	907b0bfa-c369-491c-98f1-46ee612ec8cc	5
1	The first ten amendments to the U.S. Constitution are known as the Ten Commandments.	2c57a63c-18fd-43f1-a4af-dec57d7f9a15	1
1	The 1st to 10th amendment of the U.S Constitution	d2c9a87f-116d-4d19-8b96-831a24dcb72e	2
1	The Amendments 1-10 of the U.S Constitution	f3ff49af-7c7f-4c05-a051-5a2f32d18f92	2
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights, 5	4bdd3fa9-82c8-414f-bf92-858bd081d1bb	4
1	The first ten amendments to the U.S. Constitution are referred to as the Ten Commandments, 3	67ce5f70-3946-4793-aca6-14cfb045969c	3
1	The first ten amendments to the Constitution are known as the Bill of Rights	0ceb6372-e8ec-4fa6-b89c-2f2478046f72	5
1	The first ten changes to the Constitution are referred to as the Ten Commandments	8473251c-6b90-44a6-9cd1-68797727eca2	1
1	The first ten amendments, also known as the Bill of Rights, guarantee rights and freedoms for American citizens	943165ac-cbfc-443e-9d5e-ae9141fabd61	5
1	The ten ammendments are freedom of speech, religion, the press, assembly and petition	baf896a7-114f-4f44-b024-d73fc785ec31	2
1	The first ten amendments are known as 'Bill of Rights'	f18717b2-466c-4c7c-9404-17c89e1b9bc0	5
1	The first ten changes in the US Constitution are referred to as 'The Ten Commandments'	58e40893-6dff-41e9-af97-0f4d21d866c3	1
