QuestionId	AnswerId	Score1	Score2
5	10969	4	0
5	10976	3	1
5	10989	1	0
5	11019	1	0
5	11033	4	0
5	11044	4	0
5	11061	1	0
5	11062	4	0
5	11070	1	0
5	11072	1	0
5	11073	4	0
5	11096	1	1
5	11110	1	0
5	11113	4	0
5	11143	4	0
5	11144	1	0
5	11155	4	0
5	11166	1	1
5	11181	4	0
5	11183	4	0
5	11184	4	0
5	11197	4	0
5	11205	1	0
5	11213	1	0
5	11235	1	0
5	11244	4	0
5	11252	1	0
5	11259	1	0
5	11262	1	0
5	11298	1	1
5	11300	1	0
5	11302	4	0
5	11318	4	0
5	11337	1	0
5	11351	1	0
5	11369	1	0
5	11372	3	0
5	11378	4	0
5	11395	4	0
5	11413	1	0
5	11417	1	0
5	11426	4	0
5	11451	4	0
5	11461	1	0
5	11469	3	0
5	11471	4	0
5	11475	4	0
5	11481	1	0
5	11489	1	0
5	11495	1	0
5	11506	4	0
5	11525	1	1
5	11537	4	0
5	11546	1	0
5	11560	1	1
5	11569	1	0
5	11576	4	0
5	11583	1	0
5	11587	1	1
5	11597	1	0
5	11602	4	0
5	11603	1	0
5	11611	1	1
5	11614	1	0
5	11629	4	0
5	11637	1	0
5	11649	4	0
5	11656	1	0
5	11678	4	0
5	11681	4	0
5	11685	4	0
5	11688	4	0
5	11711	1	0
5	11714	4	0
5	11722	1	1
5	11729	1	0
5	11738	4	0
5	11741	1	3
5	11744	4	0
5	11757	1	2
5	11763	1	0
5	11766	1	1
5	11769	1	0
5	11795	4	0
5	11798	1	0
5	11816	1	0
5	11818	1	0
5	11834	1	0
5	11835	1	0
5	11847	4	0
5	11853	1	0
5	11857	4	0
5	11861	1	1
5	11864	1	0
5	11870	4	0
5	11886	1	0
5	11913	4	0
5	11920	1	0
5	11940	1	2
5	11947	4	0
5	11951	4	0
5	11955	1	0
5	11968	1	0
5	11978	1	1
5	11986	1	0
5	11995	4	0
5	12000	4	0
5	12001	4	0
5	12002	4	0
5	12005	4	0
5	12011	4	0
5	12023	1	1
5	12024	4	0
5	12027	4	0
5	12034	1	0
5	12038	4	0
5	12045	1	2
5	12053	4	0
5	12062	4	0
5	12085	1	1
5	12088	1	0
5	12094	1	0
5	12100	1	1
5	12108	1	0
5	12146	1	0
5	12148	1	1
5	12156	1	0
5	12157	1	0
5	12170	1	1
5	12190	1	1
5	12202	4	0
5	12203	4	0
5	12230	4	0
5	12233	1	0
5	12240	4	0
5	12258	1	2
5	12273	1	0
5	12287	1	1
5	12293	4	0
5	12319	4	0
5	12337	1	1
5	12342	4	0
5	12345	1	0
5	12352	1	0
5	12362	4	0
5	12370	3	0
5	12371	4	0
5	12383	1	0
5	12389	4	0
5	12395	4	0
5	12421	1	0
5	12422	1	0
5	12432	1	1
5	12444	4	0
5	12456	4	0
5	12458	4	0
5	12460	4	0
5	12476	1	1
5	12477	1	0
5	12478	1	0
5	12480	1	0
5	12492	4	0
5	12495	1	1
5	12504	1	0
5	12546	1	1
5	12550	1	0
5	12553	3	0
5	12554	4	0
5	12555	1	1
5	12557	1	0
5	12573	4	0
5	12574	1	0
5	12575	1	0
5	12581	4	0
5	12583	1	0
5	12591	4	0
5	12593	4	0
5	12607	4	0
5	12614	4	0
5	12616	1	0
5	12617	3	0
5	12629	4	0
5	12641	1	0
5	12655	4	1
5	12662	1	0
5	12682	1	1
5	12685	3	0
5	12689	1	0
5	12702	1	0
5	12727	4	0
5	12729	1	1
5	12746	4	0
5	12747	4	0
5	12748	4	0
5	12756	1	0
