QuestionId	Answer	AnswerId	Score
1	The first ten amendments to the U.S. Constitution are called the Bill of Rights.	de0fd149-0185-4fde-be6a-665f0c13993c	2
1	The first ten amendments are called the Bill of Rights.	8126f87e-6b29-4ad8-a46d-c677e6b80b30	3
1	The first ten amendments to the Constitution are known as the Bill of Rights.	7cbb3964-1544-4bb3-9ce0-4c6f9d4afca5	4
1	The first ten amendments are called The Bill of Rights	254ca0e5-33c9-4201-b6e8-cab84b2c37b3	3
1	The first ten amendments to the Constitution are known as the Bill of Hand-Rights.	122599e0-8c96-47bd-b5f4-7557c9d64788	1
1	The Bill of Rights	a28849b5-9b05-45c2-9a67-062ac8544eb0	5
1	The first ten amendments to the Constitution are Bill of Rights	c376587d-eb7d-44d8-90ce-477d6b38b98f	2
1	The first ten amendments to the U.S. Constitution are called 'The Bill of Rights'.	0674b1c6-c58c-4ef1-a8b8-58a083e3e6f2	4
1	The first ten amendments to the U.S. Constitution are called 'The Amendments'.	86a85892-b12f-4e2f-a2c3-30239817b115	1
1	The Bill of Rights	0f46aaa7-ef6f-48de-a930-a1d84b21d94f	5
1	The first ten amendments to the Constitution are collectively known as the Bill of Rights	cfcfdd0a-a7e2-42bc-96f7-429aeda0666e	4
1	The first ten amendments to the U.S. Constitution are called The Bill of Rights.	0a04b506-5c56-4e91-afa3-6a1aa0a8fa78	4
1	The first ten amendments to the U.S. Constitution are called The Magna Carta.	5abd0105-4dd2-4045-be86-813d96e2b715	1
1	The first ten amendments are called the Bill of Rights.	4139b0f8-748f-4bf5-883b-4140c7473732	3
1	The first amendment is the right to free speech.	b9bd8782-7969-4d2a-b9a1-ba27ff3bacc7	1


answer:
	temperature = 0.8
    frequency_penalty = 0.2
    presence_penalty = 0.6

rating:
	temperature = 0.4
    frequency_penalty = 0.6
    presence_penalty = 0.2
